trace_id,condition_id,task_name,evaluator_label,link_success_probability,combined_wait_events,combined_resource_intervals,combined_stage_records,combined_pool_events,actual_generation_attempt_count,actual_retry_count,distillation_event_count
1401edb5d434ffad1eb6,protocol_prefetch,protocol_inference,prefetched_epr,0.65,498,498,460,89,65,21,0
615e5cc7bfcf112c56f3,protocol_telegate,protocol_inference,telegate,0.65,508,508,460,89,70,26,0
4146e1c5cccde0cee816,protocol_teledata,protocol_inference,teledata,0.65,496,496,460,89,64,20,0
995f22ab16a183309d9b,distill_0,distillation_depth_inference,distill_0,0.65,490,490,460,0,61,17,0
8821e59d14a10af9b77b,distill_1,distillation_depth_inference,distill_1,0.65,683,683,455,0,138,51,43
891e9355c5b5989b6f4b,distill_2,distillation_depth_inference,distill_2,0.65,990,990,460,0,267,91,88
865089b88ed01fbb0869,retry_1,retry_policy_inference,retry_1,0.65,380,380,365,0,44,19,0
1bc9a9053fa304fcff2f,retry_2,retry_policy_inference,retry_2,0.65,464,464,435,0,58,19,0
026fdb4de262a893cce3,retry_4,retry_policy_inference,retry_4,0.65,504,504,460,0,68,24,0
ee87365a289ea17d30d4,service_low_latency,service_class_inference,low_latency,0.65,484,484,460,89,58,14,0
95ffde03bfa23864007e,service_high_fidelity,service_class_inference,high_fidelity,0.65,984,984,460,0,264,88,88
19ed4d1914ff8af03e9a,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.65,506,506,460,89,69,25,0
94079b7f791bbd6eaa0d,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.65,506,506,460,89,69,25,0
61b95df19525775086e8,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.65,506,506,460,89,69,25,0
356e70a2e6bdabcca2dd,protocol_control_telegate,protocol_label_only_control,telegate,0.65,506,506,460,89,69,25,0
0c8d5793f70fdd6676c6,protocol_control_teledata,protocol_label_only_control,teledata,0.65,506,506,460,89,69,25,0
5effb4e017af57eb6363,service_control_low_latency,service_label_only_control,low_latency,0.65,506,506,460,89,69,25,0
33794fcd77ebc5d830ea,service_control_high_fidelity,service_label_only_control,high_fidelity,0.65,506,506,460,89,69,25,0
6b0350198a394bc07fc6,protocol_direct,protocol_inference,direct_transfer,0.8,368,368,460,0,0,0,0
5093a85f0eb00979cb05,protocol_on_demand,protocol_inference,on_demand_epr,0.8,484,484,455,0,60,17,0
b87311c625e84cef6159,protocol_prefetch,protocol_inference,prefetched_epr,0.8,474,474,460,89,53,9,0
f6add62a4646c80f4576,protocol_telegate,protocol_inference,telegate,0.8,480,480,460,89,56,12,0
39679c0af646eb58a86d,protocol_teledata,protocol_inference,teledata,0.8,472,472,460,89,52,8,0
a23f6638414383d0d180,distill_0,distillation_depth_inference,distill_0,0.8,482,482,460,0,57,13,0
a2e0d1f20c7692e8c1f9,distill_1,distillation_depth_inference,distill_1,0.8,636,636,460,0,112,24,44
2c2e7ffec98776d978db,distill_2,distillation_depth_inference,distill_2,0.8,902,902,460,0,223,47,88
e075c165ba7518929e2e,retry_1,retry_policy_inference,retry_1,0.8,408,408,400,0,44,12,0
422d808970a9ad4b4abe,retry_2,retry_policy_inference,retry_2,0.8,482,482,460,0,57,13,0
2f914765975ea56625a0,retry_4,retry_policy_inference,retry_4,0.8,480,480,460,0,56,12,0
d2efef58f45d90f2abfe,service_low_latency,service_class_inference,low_latency,0.8,480,480,460,89,56,12,0
136d8b25ecd335fb58fb,service_high_fidelity,service_class_inference,high_fidelity,0.8,908,908,460,0,226,50,88
4096b7e9990d3d871a84,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.8,486,486,460,89,59,15,0
ca661b5d653122912532,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.8,486,486,460,89,59,15,0
930f29f481b2b1b8b15c,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.8,486,486,460,89,59,15,0
491dc56bef55c1c6984a,protocol_control_telegate,protocol_label_only_control,telegate,0.8,486,486,460,89,59,15,0
7e9aaa06769a4b70a156,protocol_control_teledata,protocol_label_only_control,teledata,0.8,486,486,460,89,59,15,0
5e6ad930932739f1bbd6,service_control_low_latency,service_label_only_control,low_latency,0.8,480,480,460,89,56,12,0
24ec4f2979bfb17fefbd,service_control_high_fidelity,service_label_only_control,high_fidelity,0.8,480,480,460,89,56,12,0
57593c14bb9d13d7717b,protocol_direct,protocol_inference,direct_transfer,0.95,368,368,460,0,0,0,0
908ced77188d03236125,protocol_on_demand,protocol_inference,on_demand_epr,0.95,460,460,460,0,46,2,0
0bf45f25effe11a77554,protocol_prefetch,protocol_inference,prefetched_epr,0.95,464,464,460,89,48,4,0
51369fb4bfacf8957215,protocol_telegate,protocol_inference,telegate,0.95,462,462,460,89,47,3,0
a38f4d84712cd00d108c,protocol_teledata,protocol_inference,teledata,0.95,456,456,460,89,44,0,0
f8d2e870f2b8dd3e9352,distill_0,distillation_depth_inference,distill_0,0.95,462,462,460,0,47,3,0
3655ee22397e66a9508f,distill_1,distillation_depth_inference,distill_1,0.95,600,600,460,0,94,6,44
8fa3009a445efe02118d,distill_2,distillation_depth_inference,distill_2,0.95,834,834,460,0,189,13,88
db3250de8fb06fb4975b,retry_1,retry_policy_inference,retry_1,0.95,452,452,455,0,44,1,0
5842bea2865d76e2896e,retry_2,retry_policy_inference,retry_2,0.95,456,456,460,0,44,0,0
bdc7df2adf32cf595137,retry_4,retry_policy_inference,retry_4,0.95,466,466,460,0,49,5,0
3c1263a601e5d35e7cec,service_low_latency,service_class_inference,low_latency,0.95,460,460,460,89,46,2,0
237fa49a0b278d43c1d8,service_high_fidelity,service_class_inference,high_fidelity,0.95,824,824,460,0,184,8,88
151992e0ef2f3a8d683b,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.95,464,464,460,89,48,4,0
11ee686881310ea640ef,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.95,464,464,460,89,48,4,0
20a566464a56343f329c,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.95,464,464,460,89,48,4,0
d5b31ef8cdd20997a909,protocol_control_telegate,protocol_label_only_control,telegate,0.95,464,464,460,89,48,4,0
0427c5c0eb987b122286,protocol_control_teledata,protocol_label_only_control,teledata,0.95,464,464,460,89,48,4,0
79f3404724fd76343c75,service_control_low_latency,service_label_only_control,low_latency,0.95,464,464,460,89,48,4,0
a4a5d1a8dfb684d811ac,service_control_high_fidelity,service_label_only_control,high_fidelity,0.95,464,464,460,89,48,4,0
7161ceff20ec58a19311,protocol_direct,protocol_inference,direct_transfer,0.65,480,480,600,0,0,0,0
add79c4b2709fd83a1d6,protocol_on_demand,protocol_inference,on_demand_epr,0.65,704,704,585,0,118,49,0
cfe4b413b2bef512042a,protocol_prefetch,protocol_inference,prefetched_epr,0.65,734,734,600,145,127,55,0
541cff7a22cc7563dfca,protocol_telegate,protocol_inference,telegate,0.65,716,716,600,145,118,46,0
69a8e19057861295c8cc,protocol_teledata,protocol_inference,teledata,0.65,738,738,600,145,129,57,0
1523b7a8a338f00381bf,distill_0,distillation_depth_inference,distill_0,0.65,676,676,600,0,98,26,0
b2af9d6453c8f411a077,distill_1,distillation_depth_inference,distill_1,0.65,1047,1047,595,0,250,108,71
2aec6c00568349148168,distill_2,distillation_depth_inference,distill_2,0.65,1490,1490,595,0,436,152,142
ae5e77e22f38ff5de604,retry_1,retry_policy_inference,retry_1,0.65,552,552,510,0,72,18,0
9d603314877841e68a9f,retry_2,retry_policy_inference,retry_2,0.65,642,642,545,0,103,42,0
e690529d70d2c9148de3,retry_4,retry_policy_inference,retry_4,0.65,694,694,600,0,107,35,0
d14aa8b7ed6a27d0d9ca,service_low_latency,service_class_inference,low_latency,0.65,704,704,600,145,112,40,0
f64ae337ad7125f02e68,service_high_fidelity,service_class_inference,high_fidelity,0.65,1476,1476,590,0,432,148,140
7ec4072377609459c8e9,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.65,694,694,600,145,107,35,0
54cd7b508215bd2d0482,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.65,694,694,600,145,107,35,0
037aca464f32fcc599eb,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.65,694,694,600,145,107,35,0
2113f585ae1b61af7f2d,protocol_control_telegate,protocol_label_only_control,telegate,0.65,694,694,600,145,107,35,0
92428f5a9ce75790517c,protocol_control_teledata,protocol_label_only_control,teledata,0.65,694,694,600,145,107,35,0
fb9dc8e6834b3c4c1647,service_control_low_latency,service_label_only_control,low_latency,0.65,712,712,600,145,116,44,0
a60003d2b45af8b22e76,service_control_high_fidelity,service_label_only_control,high_fidelity,0.65,712,712,600,145,116,44,0
c64b33441b36b6c30af0,protocol_direct,protocol_inference,direct_transfer,0.8,480,480,600,0,0,0,0
839b2495584d127d1086,protocol_on_demand,protocol_inference,on_demand_epr,0.8,666,666,600,0,93,21,0
ada7bd13c367ace10861,protocol_prefetch,protocol_inference,prefetched_epr,0.8,668,668,600,145,94,22,0
ac89ae81a843677fe29f,protocol_telegate,protocol_inference,telegate,0.8,666,666,600,145,93,21,0
0f577d106e32aa44377e,protocol_teledata,protocol_inference,teledata,0.8,680,680,600,145,100,28,0
affe9695e0de36eb6914,distill_0,distillation_depth_inference,distill_0,0.8,654,654,600,0,87,15,0
7a5713345b698f7d33c7,distill_1,distillation_depth_inference,distill_1,0.8,914,914,600,0,181,37,72
e77f83000596d6fdc718,distill_2,distillation_depth_inference,distill_2,0.8,1324,1324,600,0,350,62,144
a2dbcd1bbd61576b2d0e,retry_1,retry_policy_inference,retry_1,0.8,544,544,500,0,72,20,0
fbaf7a4734f13306a4f3,retry_2,retry_policy_inference,retry_2,0.8,636,636,575,0,88,21,0
f89eb226b91a845dbfe2,retry_4,retry_policy_inference,retry_4,0.8,662,662,600,0,91,19,0
7c3e05375cd6e8218245,service_low_latency,service_class_inference,low_latency,0.8,654,654,600,145,87,15,0
eb0b96e2104afbd50b04,service_high_fidelity,service_class_inference,high_fidelity,0.8,1366,1366,600,0,371,83,144
dca5bc7e12f1e856236c,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.8,664,664,600,145,92,20,0
a2f46b2b484ff0dc07a0,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.8,664,664,600,145,92,20,0
b765cffac09c4851a45b,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.8,664,664,600,145,92,20,0
49f6f21f0e89458e8dd9,protocol_control_telegate,protocol_label_only_control,telegate,0.8,664,664,600,145,92,20,0
3ea41fce5570aac7eaab,protocol_control_teledata,protocol_label_only_control,teledata,0.8,664,664,600,145,92,20,0
7ebf6f6046dedc868a11,service_control_low_latency,service_label_only_control,low_latency,0.8,658,658,600,145,89,17,0
41286dfadd3a432b2433,service_control_high_fidelity,service_label_only_control,high_fidelity,0.8,658,658,600,145,89,17,0
eb6310cc7b3ad0a060a8,protocol_direct,protocol_inference,direct_transfer,0.95,480,480,600,0,0,0,0
e401ad9ad7bbfed1bd72,protocol_on_demand,protocol_inference,on_demand_epr,0.95,632,632,600,0,76,4,0
5799fe24a8ab93d64183,protocol_prefetch,protocol_inference,prefetched_epr,0.95,626,626,600,145,73,1,0
e5a1d42c00fe18eee7bb,protocol_telegate,protocol_inference,telegate,0.95,626,626,600,145,73,1,0
b64cd32cdd1125cbdf75,protocol_teledata,protocol_inference,teledata,0.95,630,630,600,145,75,3,0
1c2e8e5e33c073dbd101,distill_0,distillation_depth_inference,distill_0,0.95,628,628,600,0,74,2,0
a41d16b86506a8c71a69,distill_1,distillation_depth_inference,distill_1,0.95,850,850,600,0,149,5,72
f118e4a35cf9a318f3e7,distill_2,distillation_depth_inference,distill_2,0.95,1240,1240,600,0,308,20,144
3ef64ab452bafbefb8d3,retry_1,retry_policy_inference,retry_1,0.95,612,612,585,0,72,3,0
83c1b50b4fdaa0990ea7,retry_2,retry_policy_inference,retry_2,0.95,626,626,600,0,73,1,0
981d6b4d53f15590233c,retry_4,retry_policy_inference,retry_4,0.95,632,632,600,0,76,4,0
978d39ede2e778534078,service_low_latency,service_class_inference,low_latency,0.95,632,632,600,145,76,4,0
e8590d5a1dd8bdf731c0,service_high_fidelity,service_class_inference,high_fidelity,0.95,1226,1226,600,0,301,13,144
e6254047476a0589b6c8,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.95,630,630,600,145,75,3,0
4c2372839b36b8910fa2,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.95,630,630,600,145,75,3,0
ed0e8deeb1b364f46dcb,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.95,630,630,600,145,75,3,0
9d1db554d13e01183940,protocol_control_telegate,protocol_label_only_control,telegate,0.95,630,630,600,145,75,3,0
b39bd685a03ef8081455,protocol_control_teledata,protocol_label_only_control,teledata,0.95,630,630,600,145,75,3,0
3fb7b4558e85b4d8c6ce,service_control_low_latency,service_label_only_control,low_latency,0.95,628,628,600,145,74,2,0
9a9bd590cb583535fd63,service_control_high_fidelity,service_label_only_control,high_fidelity,0.95,628,628,600,145,74,2,0
d0802b336cbae2998bd7,protocol_direct,protocol_inference,direct_transfer,0.65,480,480,600,0,0,0,0
39cc2096270ca35d9c54,protocol_on_demand,protocol_inference,on_demand_epr,0.65,698,698,595,0,111,40,0
0501de8eec2fc5839e38,protocol_prefetch,protocol_inference,prefetched_epr,0.65,698,698,600,145,109,37,0
8ad988b20299efed14e4,protocol_telegate,protocol_inference,telegate,0.65,700,700,600,145,110,38,0
806048e9b983ff37fae8,protocol_teledata,protocol_inference,teledata,0.65,684,684,600,145,102,30,0
e33b07428b85d3958a95,distill_0,distillation_depth_inference,distill_0,0.65,694,694,595,0,109,38,0
0d9be6767edb82126eed,distill_1,distillation_depth_inference,distill_1,0.65,1010,1010,600,0,229,85,72
10ee006638d1c9445e70,distill_2,distillation_depth_inference,distill_2,0.65,1542,1542,600,0,459,171,144
4c023c1037ce3f1925bc,retry_1,retry_policy_inference,retry_1,0.65,532,532,485,0,72,23,0
aa5e060d9736a5b08141,retry_2,retry_policy_inference,retry_2,0.65,622,622,555,0,89,26,0
393a9e4777ef957cfd06,retry_4,retry_policy_inference,retry_4,0.65,698,698,600,0,109,37,0
865fa045fc40dddd5846,service_low_latency,service_class_inference,low_latency,0.65,694,694,600,145,107,35,0
93ed705643cab35e2522,service_high_fidelity,service_class_inference,high_fidelity,0.65,1484,1484,600,0,430,142,144
cfff86bb5bc78cfb23b0,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.65,696,696,600,145,108,36,0
fe2103ec35425d2ce46d,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.65,696,696,600,145,108,36,0
d5d1a78774667c237e92,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.65,696,696,600,145,108,36,0
e27d9b1b2576a65b333b,protocol_control_telegate,protocol_label_only_control,telegate,0.65,696,696,600,145,108,36,0
1fe31d9b131093bef070,protocol_control_teledata,protocol_label_only_control,teledata,0.65,696,696,600,145,108,36,0
2389f2606cf5e23ac30b,service_control_low_latency,service_label_only_control,low_latency,0.65,706,706,600,145,113,41,0
872fbce771235e504440,service_control_high_fidelity,service_label_only_control,high_fidelity,0.65,706,706,600,145,113,41,0
91bc6cdc5d29f2becdf6,protocol_direct,protocol_inference,direct_transfer,0.8,480,480,600,0,0,0,0
e334b6a4d377c2d894c5,protocol_on_demand,protocol_inference,on_demand_epr,0.8,672,672,590,0,100,30,0
ac054f540f6c9b96a3ed,protocol_prefetch,protocol_inference,prefetched_epr,0.8,658,658,600,145,89,17,0
fc3c083eadf1a9c320d7,protocol_telegate,protocol_inference,telegate,0.8,666,666,600,145,93,21,0
9b7384ff5ed4926957da,protocol_teledata,protocol_inference,teledata,0.8,662,662,600,145,91,19,0
ef1ea01cdebaaaecfdd4,distill_0,distillation_depth_inference,distill_0,0.8,652,652,600,0,86,14,0
728b6c02c0c42ee00072,distill_1,distillation_depth_inference,distill_1,0.8,900,900,600,0,174,30,72
7b1c056caa8e2796d375,distill_2,distillation_depth_inference,distill_2,0.8,1302,1302,600,0,339,51,144
de8d5ca7746bd7a11e92,retry_1,retry_policy_inference,retry_1,0.8,576,576,540,0,72,12,0
5a456500d23fc038230e,retry_2,retry_policy_inference,retry_2,0.8,640,640,580,0,88,20,0
fd34f6e477b410c2789f,retry_4,retry_policy_inference,retry_4,0.8,660,660,600,0,90,18,0
bc45105bb69ee26ced6b,service_low_latency,service_class_inference,low_latency,0.8,672,672,600,145,96,24,0
220e3993c81d2704e8cd,service_high_fidelity,service_class_inference,high_fidelity,0.8,1354,1354,600,0,365,77,144
a9c48ad9f5e7553afdfc,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.8,654,654,600,145,87,15,0
44612250adc67721eb52,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.8,654,654,600,145,87,15,0
6e9ba28eb0f64cb42efa,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.8,654,654,600,145,87,15,0
0291fb6febea396c5b5b,protocol_control_telegate,protocol_label_only_control,telegate,0.8,654,654,600,145,87,15,0
9f353344fe90b6e38345,protocol_control_teledata,protocol_label_only_control,teledata,0.8,654,654,600,145,87,15,0
e5f74300ac1fa8c7cff9,service_control_low_latency,service_label_only_control,low_latency,0.8,670,670,600,145,95,23,0
0a5487aded1d5c580ab2,service_control_high_fidelity,service_label_only_control,high_fidelity,0.8,670,670,600,145,95,23,0
cc50c89194f93346636a,protocol_direct,protocol_inference,direct_transfer,0.95,480,480,600,0,0,0,0
dae4fccb2cc20eeed185,protocol_on_demand,protocol_inference,on_demand_epr,0.95,628,628,600,0,74,2,0
6f777a39301ac891510b,protocol_prefetch,protocol_inference,prefetched_epr,0.95,636,636,600,145,78,6,0
1ce78a1a90fce7049f35,protocol_telegate,protocol_inference,telegate,0.95,630,630,600,145,75,3,0
2fdab8a59b14bd6423ef,protocol_teledata,protocol_inference,teledata,0.95,632,632,600,145,76,4,0
88bb7656cf9c4dc7eb91,distill_0,distillation_depth_inference,distill_0,0.95,630,630,600,0,75,3,0
5b874618f51cf520cc2f,distill_1,distillation_depth_inference,distill_1,0.95,854,854,600,0,151,7,72
ea89aada9fa7783e5f0d,distill_2,distillation_depth_inference,distill_2,0.95,1230,1230,600,0,303,15,144
e7da9c3690174bf4a87a,retry_1,retry_policy_inference,retry_1,0.95,596,596,565,0,72,7,0
c46cb96a76e4abbc69a2,retry_2,retry_policy_inference,retry_2,0.95,624,624,600,0,72,0,0
d03ac0ce1e08f88e052c,retry_4,retry_policy_inference,retry_4,0.95,628,628,600,0,74,2,0
4a5b3bd74ebc55269d83,service_low_latency,service_class_inference,low_latency,0.95,630,630,600,145,75,3,0
4e00d5a8f809a95fcc74,service_high_fidelity,service_class_inference,high_fidelity,0.95,1220,1220,600,0,298,10,144
2a9758187aa63a7f3daf,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.95,632,632,600,145,76,4,0
ed0dd775852e9dc665b0,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.95,632,632,600,145,76,4,0
49c679a47eca5ebe8f87,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.95,632,632,600,145,76,4,0
e7d10be6fc608f860b4f,protocol_control_telegate,protocol_label_only_control,telegate,0.95,632,632,600,145,76,4,0
18001c18c8bf973acd9e,protocol_control_teledata,protocol_label_only_control,teledata,0.95,632,632,600,145,76,4,0
ebc8ed4dacd6f87efa9a,service_control_low_latency,service_label_only_control,low_latency,0.95,630,630,600,145,75,3,0
4255287d4d477b165a13,service_control_high_fidelity,service_label_only_control,high_fidelity,0.95,630,630,600,145,75,3,0
22896f3df64130d769ec,protocol_direct,protocol_inference,direct_transfer,0.65,276,276,345,0,0,0,0
460b96ed8e40c238d886,protocol_on_demand,protocol_inference,on_demand_epr,0.65,332,332,345,0,28,7,0
db14810eb3ce0fad167c,protocol_prefetch,protocol_inference,prefetched_epr,0.65,340,340,345,43,32,11,0
2b13d175daa634f278a0,protocol_telegate,protocol_inference,telegate,0.65,350,350,345,43,37,16,0
872488868c58edfb219f,protocol_teledata,protocol_inference,teledata,0.65,350,350,345,43,37,16,0
fa14d741d3764941053f,distill_0,distillation_depth_inference,distill_0,0.65,336,336,345,0,30,9,0
f2163c195d3a5ccfea77,distill_1,distillation_depth_inference,distill_1,0.65,419,419,345,0,61,19,21
2bd2a2a36b91f4cbcaa2,distill_2,distillation_depth_inference,distill_2,0.65,536,536,345,0,109,25,42
79253125e5f966a71917,retry_1,retry_policy_inference,retry_1,0.65,282,282,300,0,21,9,0
f1426e921a99a30b1cf6,retry_2,retry_policy_inference,retry_2,0.65,320,320,335,0,26,7,0
5bb4a45da2fed79c3a24,retry_4,retry_policy_inference,retry_4,0.65,346,346,340,0,37,17,0
48e482332bcf9e4941ab,service_low_latency,service_class_inference,low_latency,0.65,332,332,345,43,28,7,0
deeebdcc98638dbe9760,service_high_fidelity,service_class_inference,high_fidelity,0.65,570,570,345,0,126,42,42
6e998495040f1997c717,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.65,340,340,345,43,32,11,0
b3ed1f4724ac24d795bb,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.65,340,340,345,43,32,11,0
d5d2dfcd4fcc42fa62c1,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.65,340,340,345,43,32,11,0
7d2095d30a99a42c2371,protocol_control_telegate,protocol_label_only_control,telegate,0.65,340,340,345,43,32,11,0
eed0b2a65a0eee6f5afe,protocol_control_teledata,protocol_label_only_control,teledata,0.65,340,340,345,43,32,11,0
c769e8f2fc048b8bfa09,service_control_low_latency,service_label_only_control,low_latency,0.65,332,332,345,43,28,7,0
72c6910b6bc3c2887fbc,service_control_high_fidelity,service_label_only_control,high_fidelity,0.65,332,332,345,43,28,7,0
314107f8095c0f3f00b8,protocol_direct,protocol_inference,direct_transfer,0.8,276,276,345,0,0,0,0
2bc0c321b0359e8098bd,protocol_on_demand,protocol_inference,on_demand_epr,0.8,326,326,345,0,25,4,0
4b04c212ec689dfb46b3,protocol_prefetch,protocol_inference,prefetched_epr,0.8,328,328,345,43,26,5,0
0bdf742438c452e58d49,protocol_telegate,protocol_inference,telegate,0.8,328,328,345,43,26,5,0
c16b12bb49b55b9eac84,protocol_teledata,protocol_inference,teledata,0.8,328,328,345,43,26,5,0
c035fb53446924404c0e,distill_0,distillation_depth_inference,distill_0,0.8,324,324,345,0,24,3,0
5e2bf66cf88694a22409,distill_1,distillation_depth_inference,distill_1,0.8,399,399,345,0,51,9,21
b0a23dd8018a600dccd2,distill_2,distillation_depth_inference,distill_2,0.8,516,516,345,0,99,15,42
1c826477a8aa53d0ff34,retry_1,retry_policy_inference,retry_1,0.8,298,298,320,0,21,5,0
311208d0dae261068b61,retry_2,retry_policy_inference,retry_2,0.8,326,326,345,0,25,4,0
0c39d713b01fe72e738c,retry_4,retry_policy_inference,retry_4,0.8,338,338,345,0,31,10,0
3bca31766ab3f26d189f,service_low_latency,service_class_inference,low_latency,0.8,330,330,345,43,27,6,0
5578693061315da7dc14,service_high_fidelity,service_class_inference,high_fidelity,0.8,534,534,345,0,108,24,42
88c2439b75607c672bb1,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.8,334,334,345,43,29,8,0
ddc5bd3c7be7d070573d,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.8,334,334,345,43,29,8,0
5c335a2aaf8e5b73dfb2,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.8,334,334,345,43,29,8,0
1e597a2fedb075ffd5ca,protocol_control_telegate,protocol_label_only_control,telegate,0.8,334,334,345,43,29,8,0
83308c32f00b27243f52,protocol_control_teledata,protocol_label_only_control,teledata,0.8,334,334,345,43,29,8,0
20a8e835947d44449fd2,service_control_low_latency,service_label_only_control,low_latency,0.8,332,332,345,43,28,7,0
5a872975efb0bec7512f,service_control_high_fidelity,service_label_only_control,high_fidelity,0.8,332,332,345,43,28,7,0
bd224452b1428a4bf818,protocol_direct,protocol_inference,direct_transfer,0.95,276,276,345,0,0,0,0
5d01282d2ee72cabcb9b,protocol_on_demand,protocol_inference,on_demand_epr,0.95,318,318,345,0,21,0,0
9bd97fc4d5fc8e64a437,protocol_prefetch,protocol_inference,prefetched_epr,0.95,320,320,345,43,22,1,0
0fca1f671434102a4377,protocol_telegate,protocol_inference,telegate,0.95,318,318,345,43,21,0,0
121b0c80618c69ea7fed,protocol_teledata,protocol_inference,teledata,0.95,324,324,345,43,24,3,0
523c2c7a75b5f6f2351b,distill_0,distillation_depth_inference,distill_0,0.95,320,320,345,0,22,1,0
e656de0e5faff5cb3748,distill_1,distillation_depth_inference,distill_1,0.95,381,381,345,0,42,0,21
86cca3a74fbd30af67cf,distill_2,distillation_depth_inference,distill_2,0.95,506,506,345,0,94,10,42
b0102cd96d86ee9151ee,retry_1,retry_policy_inference,retry_1,0.95,310,310,335,0,21,2,0
787d301427b1e64effee,retry_2,retry_policy_inference,retry_2,0.95,320,320,345,0,22,1,0
1ee3c9a9e617f0af8a75,retry_4,retry_policy_inference,retry_4,0.95,318,318,345,0,21,0,0
30e5f0b6f92e6ea338f2,service_low_latency,service_class_inference,low_latency,0.95,320,320,345,43,22,1,0
c0021f07555acb137b99,service_high_fidelity,service_class_inference,high_fidelity,0.95,498,498,345,0,90,6,42
15a49852e243fdd76945,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.95,320,320,345,43,22,1,0
a6834a07890ae1edf140,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.95,320,320,345,43,22,1,0
261b449cbf6f3aa358ed,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.95,320,320,345,43,22,1,0
e54366201abb676f89f1,protocol_control_telegate,protocol_label_only_control,telegate,0.95,320,320,345,43,22,1,0
2c81324a2040edb65516,protocol_control_teledata,protocol_label_only_control,teledata,0.95,320,320,345,43,22,1,0
1c696fc207c0011d794c,service_control_low_latency,service_label_only_control,low_latency,0.95,322,322,345,43,23,2,0
8f9700d024f812451375,service_control_high_fidelity,service_label_only_control,high_fidelity,0.95,322,322,345,43,23,2,0
02b9f278b3c46ad905d4,protocol_direct,protocol_inference,direct_transfer,0.65,276,276,345,0,0,0,0
c76f8322f24bf669c278,protocol_on_demand,protocol_inference,on_demand_epr,0.65,330,330,345,0,27,6,0
65963b7ffc1ef56a971b,protocol_prefetch,protocol_inference,prefetched_epr,0.65,336,336,345,43,30,9,0
6fcc0cacf198760de107,protocol_telegate,protocol_inference,telegate,0.65,332,332,345,43,28,7,0
35e807dd6edf27f14cb4,protocol_teledata,protocol_inference,teledata,0.65,336,336,345,43,30,9,0
e481e0995f5116cfa0cb,distill_0,distillation_depth_inference,distill_0,0.65,340,340,345,0,32,11,0
7ac77284d04c6256e9cd,distill_1,distillation_depth_inference,distill_1,0.65,417,417,345,0,60,18,21
5ec9a58c756413608b20,distill_2,distillation_depth_inference,distill_2,0.65,532,532,345,0,107,23,42
e883fcbbaa0e7e3a5829,retry_1,retry_policy_inference,retry_1,0.65,294,294,315,0,21,6,0
cd5a1d9eceee64ca82cd,retry_2,retry_policy_inference,retry_2,0.65,326,326,335,0,29,10,0
1422e5738947f56568b3,retry_4,retry_policy_inference,retry_4,0.65,340,340,345,0,32,11,0
3337beb9ef98c9c4f80d,service_low_latency,service_class_inference,low_latency,0.65,332,332,345,43,28,7,0
08994ee37b2ec2b94b30,service_high_fidelity,service_class_inference,high_fidelity,0.65,596,596,340,0,142,62,40
8402cae4297363adcd81,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.65,346,346,345,43,35,14,0
