attacker_request_id,probe_name,probe_round_id,cross_index_in_round,round_start_time_ns,request_release_time_ns,actual_arrival_time_ns,service_start_time_ns,victim_on_completion_time_ns,service_time_ns,victim_on_waiting_time_ns,victim_on_turnaround_time_ns,source_module,target_modules,architecture_request_id,baseline_waiting_time_ns,baseline_turnaround_time_ns,baseline_completion_time_ns,excess_waiting_time_ns,excess_turnaround_time_ns,victim_contention_observed
197,probe_2_bursty_entangling,32,5,14440,14465,14465,49840,49950,110,35375,35485,module_3,module_4,444,8205,8315,22780,27170,27170,True
198,probe_2_bursty_entangling,33,0,14860,14860,14860,49950,50060,110,35090,35200,module_3,module_4,445,7920,8030,22890,27170,27170,True
199,probe_2_bursty_entangling,33,1,14860,14865,14865,50060,50170,110,35195,35305,module_3,module_4,446,8025,8135,23000,27170,27170,True
200,probe_2_bursty_entangling,33,2,14860,14870,14870,50170,50280,110,35300,35410,module_3,module_4,447,8130,8240,23110,27170,27170,True
201,probe_2_bursty_entangling,33,3,14860,14875,14875,50280,50390,110,35405,35515,module_3,module_4,448,8235,8345,23220,27170,27170,True
202,probe_2_bursty_entangling,33,4,14860,14880,14880,50390,50500,110,35510,35620,module_3,module_4,449,8340,8450,23330,27170,27170,True
203,probe_2_bursty_entangling,33,5,14860,14885,14885,50500,50610,110,35615,35725,module_3,module_4,450,8445,8555,23440,27170,27170,True
204,probe_2_bursty_entangling,34,0,15280,15280,15280,50610,50720,110,35330,35440,module_3,module_4,451,8160,8270,23550,27170,27170,True
205,probe_2_bursty_entangling,34,1,15280,15285,15285,50720,50830,110,35435,35545,module_3,module_4,452,8265,8375,23660,27170,27170,True
206,probe_2_bursty_entangling,34,2,15280,15290,15290,50830,50940,110,35540,35650,module_3,module_4,453,8370,8480,23770,27170,27170,True
207,probe_2_bursty_entangling,34,3,15280,15295,15295,50940,51050,110,35645,35755,module_3,module_4,454,8475,8585,23880,27170,27170,True
208,probe_2_bursty_entangling,34,4,15280,15300,15300,51050,51160,110,35750,35860,module_3,module_4,455,8580,8690,23990,27170,27170,True
209,probe_2_bursty_entangling,34,5,15280,15305,15305,51160,51270,110,35855,35965,module_3,module_4,456,8685,8795,24100,27170,27170,True
210,probe_2_bursty_entangling,35,0,15700,15700,15700,51270,51380,110,35570,35680,module_3,module_4,457,8400,8510,24210,27170,27170,True
211,probe_2_bursty_entangling,35,1,15700,15705,15705,51380,51490,110,35675,35785,module_3,module_4,458,8505,8615,24320,27170,27170,True
212,probe_2_bursty_entangling,35,2,15700,15710,15710,51490,51600,110,35780,35890,module_3,module_4,459,8610,8720,24430,27170,27170,True
213,probe_2_bursty_entangling,35,3,15700,15715,15715,51600,51710,110,35885,35995,module_3,module_4,460,8715,8825,24540,27170,27170,True
214,probe_2_bursty_entangling,35,4,15700,15720,15720,51710,51820,110,35990,36100,module_3,module_4,461,8820,8930,24650,27170,27170,True
215,probe_2_bursty_entangling,35,5,15700,15725,15725,51820,51930,110,36095,36205,module_3,module_4,462,8925,9035,24760,27170,27170,True
216,probe_2_bursty_entangling,36,0,16120,16120,16120,51930,52040,110,35810,35920,module_3,module_4,463,8640,8750,24870,27170,27170,True
217,probe_2_bursty_entangling,36,1,16120,16125,16125,52040,52150,110,35915,36025,module_3,module_4,464,8745,8855,24980,27170,27170,True
218,probe_2_bursty_entangling,36,2,16120,16130,16130,52150,52260,110,36020,36130,module_3,module_4,465,8850,8960,25090,27170,27170,True
219,probe_2_bursty_entangling,36,3,16120,16135,16135,52260,52370,110,36125,36235,module_3,module_4,466,8955,9065,25200,27170,27170,True
220,probe_2_bursty_entangling,36,4,16120,16140,16140,52370,52480,110,36230,36340,module_3,module_4,467,9060,9170,25310,27170,27170,True
221,probe_2_bursty_entangling,36,5,16120,16145,16145,52480,52590,110,36335,36445,module_3,module_4,468,9165,9275,25420,27170,27170,True
222,probe_2_bursty_entangling,37,0,16540,16540,16540,52590,52700,110,36050,36160,module_3,module_4,469,8880,8990,25530,27170,27170,True
223,probe_2_bursty_entangling,37,1,16540,16545,16545,52700,52810,110,36155,36265,module_3,module_4,470,8985,9095,25640,27170,27170,True
224,probe_2_bursty_entangling,37,2,16540,16550,16550,52810,52920,110,36260,36370,module_3,module_4,471,9090,9200,25750,27170,27170,True
225,probe_2_bursty_entangling,37,3,16540,16555,16555,52920,53030,110,36365,36475,module_3,module_4,472,9195,9305,25860,27170,27170,True
226,probe_2_bursty_entangling,37,4,16540,16560,16560,53030,53140,110,36470,36580,module_3,module_4,473,9300,9410,25970,27170,27170,True
227,probe_2_bursty_entangling,37,5,16540,16565,16565,53140,53250,110,36575,36685,module_3,module_4,474,9405,9515,26080,27170,27170,True
228,probe_2_bursty_entangling,38,0,16960,16960,16960,53250,53360,110,36290,36400,module_3,module_4,475,9120,9230,26190,27170,27170,True
229,probe_2_bursty_entangling,38,1,16960,16965,16965,53360,53470,110,36395,36505,module_3,module_4,476,9225,9335,26300,27170,27170,True
230,probe_2_bursty_entangling,38,2,16960,16970,16970,53470,53580,110,36500,36610,module_3,module_4,477,9330,9440,26410,27170,27170,True
231,probe_2_bursty_entangling,38,3,16960,16975,16975,53580,53690,110,36605,36715,module_3,module_4,478,9435,9545,26520,27170,27170,True
232,probe_2_bursty_entangling,38,4,16960,16980,16980,53690,53800,110,36710,36820,module_3,module_4,479,9540,9650,26630,27170,27170,True
233,probe_2_bursty_entangling,38,5,16960,16985,16985,53800,53910,110,36815,36925,module_3,module_4,480,9645,9755,26740,27170,27170,True
234,probe_2_bursty_entangling,39,0,17380,17380,17380,53910,54020,110,36530,36640,module_3,module_4,481,9360,9470,26850,27170,27170,True
235,probe_2_bursty_entangling,39,1,17380,17385,17385,54020,54130,110,36635,36745,module_3,module_4,482,9465,9575,26960,27170,27170,True
236,probe_2_bursty_entangling,39,2,17380,17390,17390,54130,54240,110,36740,36850,module_3,module_4,483,9570,9680,27070,27170,27170,True
237,probe_2_bursty_entangling,39,3,17380,17395,17395,54240,54350,110,36845,36955,module_3,module_4,484,9675,9785,27180,27170,27170,True
238,probe_2_bursty_entangling,39,4,17380,17400,17400,54350,54460,110,36950,37060,module_3,module_4,485,9780,9890,27290,27170,27170,True
239,probe_2_bursty_entangling,39,5,17380,17405,17405,54460,54570,110,37055,37165,module_3,module_4,486,9885,9995,27400,27170,27170,True
240,probe_2_bursty_entangling,40,0,17800,17800,17800,54570,54680,110,36770,36880,module_3,module_4,487,9600,9710,27510,27170,27170,True
241,probe_2_bursty_entangling,40,1,17800,17805,17805,54680,54790,110,36875,36985,module_3,module_4,488,9705,9815,27620,27170,27170,True
242,probe_2_bursty_entangling,40,2,17800,17810,17810,54790,54900,110,36980,37090,module_3,module_4,489,9810,9920,27730,27170,27170,True
243,probe_2_bursty_entangling,40,3,17800,17815,17815,54900,55010,110,37085,37195,module_3,module_4,490,9915,10025,27840,27170,27170,True
244,probe_2_bursty_entangling,40,4,17800,17820,17820,55010,55120,110,37190,37300,module_3,module_4,491,10020,10130,27950,27170,27170,True
245,probe_2_bursty_entangling,40,5,17800,17825,17825,55120,55230,110,37295,37405,module_3,module_4,492,10125,10235,28060,27170,27170,True
246,probe_2_bursty_entangling,41,0,18220,18220,18220,55230,55340,110,37010,37120,module_3,module_4,493,9840,9950,28170,27170,27170,True
247,probe_2_bursty_entangling,41,1,18220,18225,18225,55340,55450,110,37115,37225,module_3,module_4,494,9945,10055,28280,27170,27170,True
248,probe_2_bursty_entangling,41,2,18220,18230,18230,55450,55560,110,37220,37330,module_3,module_4,495,10050,10160,28390,27170,27170,True
249,probe_2_bursty_entangling,41,3,18220,18235,18235,55560,55670,110,37325,37435,module_3,module_4,496,10155,10265,28500,27170,27170,True
250,probe_2_bursty_entangling,41,4,18220,18240,18240,55670,55780,110,37430,37540,module_3,module_4,497,10260,10370,28610,27170,27170,True
251,probe_2_bursty_entangling,41,5,18220,18245,18245,55780,55890,110,37535,37645,module_3,module_4,498,10365,10475,28720,27170,27170,True
252,probe_2_bursty_entangling,42,0,18640,18640,18640,55890,56000,110,37250,37360,module_3,module_4,499,10080,10190,28830,27170,27170,True
253,probe_2_bursty_entangling,42,1,18640,18645,18645,56000,56110,110,37355,37465,module_3,module_4,500,10185,10295,28940,27170,27170,True
254,probe_2_bursty_entangling,42,2,18640,18650,18650,56110,56220,110,37460,37570,module_3,module_4,501,10290,10400,29050,27170,27170,True
255,probe_2_bursty_entangling,42,3,18640,18655,18655,56220,56330,110,37565,37675,module_3,module_4,502,10395,10505,29160,27170,27170,True
256,probe_2_bursty_entangling,42,4,18640,18660,18660,56330,56440,110,37670,37780,module_3,module_4,503,10500,10610,29270,27170,27170,True
257,probe_2_bursty_entangling,42,5,18640,18665,18665,56440,56550,110,37775,37885,module_3,module_4,504,10605,10715,29380,27170,27170,True
258,probe_2_bursty_entangling,43,0,19060,19060,19060,56550,56660,110,37490,37600,module_3,module_4,505,10320,10430,29490,27170,27170,True
259,probe_2_bursty_entangling,43,1,19060,19065,19065,56660,56770,110,37595,37705,module_3,module_4,506,10425,10535,29600,27170,27170,True
260,probe_2_bursty_entangling,43,2,19060,19070,19070,56770,56880,110,37700,37810,module_3,module_4,507,10530,10640,29710,27170,27170,True
261,probe_2_bursty_entangling,43,3,19060,19075,19075,56880,56990,110,37805,37915,module_3,module_4,508,10635,10745,29820,27170,27170,True
262,probe_2_bursty_entangling,43,4,19060,19080,19080,56990,57100,110,37910,38020,module_3,module_4,509,10740,10850,29930,27170,27170,True
263,probe_2_bursty_entangling,43,5,19060,19085,19085,57100,57210,110,38015,38125,module_3,module_4,510,10845,10955,30040,27170,27170,True
264,probe_2_bursty_entangling,44,0,19480,19480,19480,57210,57320,110,37730,37840,module_3,module_4,511,10560,10670,30150,27170,27170,True
265,probe_2_bursty_entangling,44,1,19480,19485,19485,57320,57430,110,37835,37945,module_3,module_4,512,10665,10775,30260,27170,27170,True
266,probe_2_bursty_entangling,44,2,19480,19490,19490,57430,57540,110,37940,38050,module_3,module_4,513,10770,10880,30370,27170,27170,True
267,probe_2_bursty_entangling,44,3,19480,19495,19495,57540,57650,110,38045,38155,module_3,module_4,514,10875,10985,30480,27170,27170,True
268,probe_2_bursty_entangling,44,4,19480,19500,19500,57650,57760,110,38150,38260,module_3,module_4,515,10980,11090,30590,27170,27170,True
269,probe_2_bursty_entangling,44,5,19480,19505,19505,57760,57870,110,38255,38365,module_3,module_4,516,11085,11195,30700,27170,27170,True
270,probe_2_bursty_entangling,45,0,19900,19900,19900,57870,57980,110,37970,38080,module_3,module_4,517,10800,10910,30810,27170,27170,True
271,probe_2_bursty_entangling,45,1,19900,19905,19905,57980,58090,110,38075,38185,module_3,module_4,518,10905,11015,30920,27170,27170,True
272,probe_2_bursty_entangling,45,2,19900,19910,19910,58090,58200,110,38180,38290,module_3,module_4,519,11010,11120,31030,27170,27170,True
273,probe_2_bursty_entangling,45,3,19900,19915,19915,58200,58310,110,38285,38395,module_3,module_4,520,11115,11225,31140,27170,27170,True
274,probe_2_bursty_entangling,45,4,19900,19920,19920,58310,58420,110,38390,38500,module_3,module_4,521,11220,11330,31250,27170,27170,True
275,probe_2_bursty_entangling,45,5,19900,19925,19925,58420,58530,110,38495,38605,module_3,module_4,522,11325,11435,31360,27170,27170,True
276,probe_2_bursty_entangling,46,0,20320,20320,20320,58530,58640,110,38210,38320,module_3,module_4,523,11040,11150,31470,27170,27170,True
277,probe_2_bursty_entangling,46,1,20320,20325,20325,58640,58750,110,38315,38425,module_3,module_4,524,11145,11255,31580,27170,27170,True
278,probe_2_bursty_entangling,46,2,20320,20330,20330,58750,58860,110,38420,38530,module_3,module_4,525,11250,11360,31690,27170,27170,True
279,probe_2_bursty_entangling,46,3,20320,20335,20335,58860,58970,110,38525,38635,module_3,module_4,526,11355,11465,31800,27170,27170,True
280,probe_2_bursty_entangling,46,4,20320,20340,20340,58970,59080,110,38630,38740,module_3,module_4,527,11460,11570,31910,27170,27170,True
281,probe_2_bursty_entangling,46,5,20320,20345,20345,59080,59190,110,38735,38845,module_3,module_4,528,11565,11675,32020,27170,27170,True
282,probe_2_bursty_entangling,47,0,20740,20740,20740,59190,59300,110,38450,38560,module_3,module_4,529,11280,11390,32130,27170,27170,True
283,probe_2_bursty_entangling,47,1,20740,20745,20745,59300,59410,110,38555,38665,module_3,module_4,530,11385,11495,32240,27170,27170,True
284,probe_2_bursty_entangling,47,2,20740,20750,20750,59410,59520,110,38660,38770,module_3,module_4,531,11490,11600,32350,27170,27170,True
285,probe_2_bursty_entangling,47,3,20740,20755,20755,59520,59630,110,38765,38875,module_3,module_4,532,11595,11705,32460,27170,27170,True
286,probe_2_bursty_entangling,47,4,20740,20760,20760,59630,59740,110,38870,38980,module_3,module_4,533,11700,11810,32570,27170,27170,True
287,probe_2_bursty_entangling,47,5,20740,20765,20765,59740,59850,110,38975,39085,module_3,module_4,534,11805,11915,32680,27170,27170,True
