qaoa_label,num_qubits,qasm_file,start_offset_ns,actual_victim_start_ns,attacker_estimated_start_ns,observation_duration_ns,probe_round_period_ns,probe_name,spacing_pattern,placement,execution_mode,hub_max_concurrent_transfers,total_attacker_probes,baseline_avg_waiting_time_ns,baseline_max_waiting_time_ns,avg_excess_turnaround_time_ns,median_excess_turnaround_time_ns,max_excess_turnaround_time_ns,total_excess_turnaround_time_ns,delayed_probe_count,contention_observed_fraction,victim_only_duration_ns,victim_on_duration_ns,victim_slowdown_ns,victim_slowdown_ratio,trace_event_count_evaluator_only,cross_module_operation_count_evaluator_only,cx_count_evaluator_only,circuit_depth_evaluator_only
qaoa_n14,14,qaoa_nativegates_ibm_qiskit_opt3_14.qasm,500,1500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,425.7291666666667,0.0,3075.0,20435.0,13,0.2708333333333333,4185.0,4515.0,330.0,1.0788530465949822,271,37,56,32
qaoa_n14,14,qaoa_nativegates_ibm_qiskit_opt3_14.qasm,750,1750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,434.5833333333333,0.0,3135.0,20860.0,14,0.2916666666666667,4185.0,4515.0,330.0,1.0788530465949822,271,37,56,32
qaoa_n14,14,qaoa_nativegates_ibm_qiskit_opt3_14.qasm,1000,2000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,429.0625,0.0,2965.0,20595.0,13,0.2708333333333333,4185.0,4515.0,330.0,1.0788530465949822,271,37,56,32
qaoa_n15,15,qaoa_nativegates_ibm_qiskit_opt3_15.qasm,-1000,0,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,456.25,0.0,3285.0,21900.0,12,0.25,4625.0,4735.0,110.0,1.0237837837837838,291,41,60,35
qaoa_n15,15,qaoa_nativegates_ibm_qiskit_opt3_15.qasm,-750,250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,491.3541666666667,0.0,3225.0,23585.0,13,0.2708333333333333,4625.0,4845.0,220.0,1.0475675675675675,291,41,60,35
qaoa_n15,15,qaoa_nativegates_ibm_qiskit_opt3_15.qasm,-500,500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,525.8333333333334,0.0,3355.0,25240.0,14,0.2916666666666667,4625.0,4955.0,330.0,1.0713513513513513,291,41,60,35
qaoa_n15,15,qaoa_nativegates_ibm_qiskit_opt3_15.qasm,-250,750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,536.9791666666666,0.0,3415.0,25775.0,15,0.3125,4625.0,4955.0,330.0,1.0713513513513513,291,41,60,35
qaoa_n15,15,qaoa_nativegates_ibm_qiskit_opt3_15.qasm,0,1000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,545.625,0.0,3470.0,26190.0,14,0.2916666666666667,4625.0,4990.0,365.0,1.078918918918919,291,41,60,35
qaoa_n15,15,qaoa_nativegates_ibm_qiskit_opt3_15.qasm,250,1250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,545.9375,0.0,3495.0,26205.0,15,0.3125,4625.0,4955.0,330.0,1.0713513513513513,291,41,60,35
qaoa_n15,15,qaoa_nativegates_ibm_qiskit_opt3_15.qasm,500,1500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,533.5416666666666,0.0,3325.0,25610.0,14,0.2916666666666667,4625.0,4955.0,330.0,1.0713513513513513,291,41,60,35
qaoa_n15,15,qaoa_nativegates_ibm_qiskit_opt3_15.qasm,750,1750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,561.7708333333334,0.0,3575.0,26965.0,15,0.3125,4625.0,4955.0,330.0,1.0713513513513513,291,41,60,35
qaoa_n15,15,qaoa_nativegates_ibm_qiskit_opt3_15.qasm,1000,2000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,538.5416666666666,0.0,3405.0,25850.0,14,0.2916666666666667,4625.0,4955.0,330.0,1.0713513513513513,291,41,60,35
