trace_id,condition_id,task_name,evaluator_label,link_success_probability,combined_wait_events,combined_intervals,combined_stage_records,combined_pool_events,actual_generation_attempt_count,actual_retry_count,distillation_event_count
1667933378420aeaf85c,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.8,486,486,350,110,68,17,0
a96f9a3e1fd9aa15ed7b,protocol_control_telegate,protocol_label_only_control,telegate,0.8,486,486,350,110,68,17,0
849a6ac80ce962f1760c,protocol_control_teledata,protocol_label_only_control,teledata,0.8,486,486,350,110,68,17,0
fc44314417fd6b5067fc,service_control_low_latency,service_label_only_control,low_latency,0.8,478,478,372,0,53,9,22
d12e9f130c7293579d4e,service_control_high_fidelity,service_label_only_control,high_fidelity,0.8,478,478,372,0,53,9,22
d64d0219a59407401ba7,protocol_direct,protocol_inference,direct_transfer,0.95,350,350,350,0,0,0,0
6112b40d44ef307de908,protocol_on_demand,protocol_inference,on_demand_epr,0.95,396,396,350,0,23,1,0
aad7c3f5118910a15881,protocol_prefetch,protocol_inference,prefetched_epr,0.95,474,474,350,105,62,5,0
5cc0fc75c927869765ee,protocol_telegate,protocol_inference,telegate,0.95,494,494,372,105,61,3,0
354bcc89407790619c3a,protocol_teledata,protocol_inference,teledata,0.95,492,492,372,104,60,2,0
021ed548bc2295cf03a8,distill_0,distillation_depth_inference,distill_0,0.95,396,396,350,0,23,1,0
a80f45d3d9d2ba45330a,distill_1,distillation_depth_inference,distill_1,0.95,462,462,372,0,45,1,22
38dbf3696666e7898540,distill_2,distillation_depth_inference,distill_2,0.95,578,578,394,0,92,4,44
dd7818a235a1f654dad7,retry_1,retry_policy_inference,retry_1,0.95,389,389,345,0,22,1,0
057659638510947acfd7,retry_2,retry_policy_inference,retry_2,0.95,394,394,350,0,22,0,0
d536ec6967c04141804d,retry_4,retry_policy_inference,retry_4,0.95,396,396,350,0,23,1,0
9f7df7a2cf1572f2052e,service_low_latency,service_class_inference,low_latency,0.95,398,398,350,0,24,2,0
1f989fab8701c5dcb973,service_high_fidelity,service_class_inference,high_fidelity,0.95,578,578,394,0,92,4,44
75000b7faba166be3db8,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.95,474,474,350,106,62,2,0
0e225d295429ebe91d99,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.95,474,474,350,106,62,2,0
a165cd41f34e34320cf1,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.95,474,474,350,106,62,2,0
df11365706d6be229c89,protocol_control_telegate,protocol_label_only_control,telegate,0.95,474,474,350,106,62,2,0
9a407fe0c40539e499ca,protocol_control_teledata,protocol_label_only_control,teledata,0.95,474,474,350,106,62,2,0
2aee3664fddfbc8d742b,service_control_low_latency,service_label_only_control,low_latency,0.95,462,462,372,0,45,1,22
ea39b98ef8ebc460d7b7,service_control_high_fidelity,service_label_only_control,high_fidelity,0.95,462,462,372,0,45,1,22
8d45144d1e64da2bd2fb,protocol_direct,protocol_inference,direct_transfer,0.65,465,465,465,0,0,0,0
f9b2a213f8b26aae5c3d,protocol_on_demand,protocol_inference,on_demand_epr,0.65,612,612,460,0,76,32,0
a1acdf7de7ad44d3fd9f,protocol_prefetch,protocol_inference,prefetched_epr,0.65,639,639,465,152,87,25,0
1d7c53bbcc25956bae58,protocol_telegate,protocol_inference,telegate,0.65,700,700,510,161,95,32,0
8032c319d557449dd15a,protocol_teledata,protocol_inference,teledata,0.65,694,694,510,157,92,30,0
2fe60886048ce0e3f999,distill_0,distillation_depth_inference,distill_0,0.65,593,593,465,0,64,19,0
199d3d3041f96afd0700,distill_1,distillation_depth_inference,distill_1,0.65,796,796,510,0,143,53,45
09ef28e1121a0cb8c78f,distill_2,distillation_depth_inference,distill_2,0.65,1091,1091,555,0,268,88,90
61247540e6f8750a22a1,retry_1,retry_policy_inference,retry_1,0.65,465,465,375,0,45,18,0
54ab16e68dd636aa10ee,retry_2,retry_policy_inference,retry_2,0.65,555,555,435,0,60,21,0
f7ad0d59f31b695c4339,retry_4,retry_policy_inference,retry_4,0.65,604,604,460,0,72,28,0
289059a806f95e7d57c4,service_low_latency,service_class_inference,low_latency,0.65,609,609,455,0,77,34,0
62d4218470105e63322c,service_high_fidelity,service_class_inference,high_fidelity,0.65,1101,1101,541,0,280,104,86
437c65383dabfc0f9807,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.65,645,645,465,157,90,26,0
486c129c9bbee38bbd35,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.65,645,645,465,157,90,26,0
8af59a4a7c7018211386,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.65,645,645,465,157,90,26,0
fb7b7f00ddff63cf3e97,protocol_control_telegate,protocol_label_only_control,telegate,0.65,645,645,465,157,90,26,0
2326c7acb9a5a08fbbc3,protocol_control_teledata,protocol_label_only_control,teledata,0.65,645,645,465,157,90,26,0
5d1ff9dbf13c72e9d3de,service_control_low_latency,service_label_only_control,low_latency,0.65,766,766,504,0,131,43,44
0a20eedc512a6eeb0e14,service_control_high_fidelity,service_label_only_control,high_fidelity,0.65,766,766,504,0,131,43,44
f2b8be1a1b5279e047ce,protocol_direct,protocol_inference,direct_transfer,0.8,465,465,465,0,0,0,0
29fa4a999be4abc793cc,protocol_on_demand,protocol_inference,on_demand_epr,0.8,583,583,465,0,59,14,0
2c9cb2854d8a985b2fab,protocol_prefetch,protocol_inference,prefetched_epr,0.8,615,615,465,142,75,11,0
7091b4b048ecdb149ca5,protocol_telegate,protocol_inference,telegate,0.8,670,670,510,147,80,16,0
060010f0ae8c9e50e372,protocol_teledata,protocol_inference,teledata,0.8,684,684,510,154,87,23,0
b4d301274412c3daa19e,distill_0,distillation_depth_inference,distill_0,0.8,571,571,465,0,53,8,0
a0abca1c0380e57ae52c,distill_1,distillation_depth_inference,distill_1,0.8,746,746,510,0,118,28,45
ef3dd799007e6787d37e,distill_2,distillation_depth_inference,distill_2,0.8,1015,1015,555,0,230,50,90
ca9a17b8ea1d15169a30,retry_1,retry_policy_inference,retry_1,0.8,510,510,420,0,45,9,0
d26c15c14f1097547a86,retry_2,retry_policy_inference,retry_2,0.8,568,568,460,0,54,10,0
ff621f5d3f3559d066a5,retry_4,retry_policy_inference,retry_4,0.8,586,586,460,0,63,19,0
798a84a403a788820469,service_low_latency,service_class_inference,low_latency,0.8,581,581,465,0,58,13,0
24f84c8cd12e7bd3dbf8,service_high_fidelity,service_class_inference,high_fidelity,0.8,983,983,555,0,214,34,90
8445e82803f2155c4ef9,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.8,621,621,465,147,78,12,0
3d02ad881c8b879d5e56,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.8,621,621,465,147,78,12,0
45650a6477ab72f73dbb,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.8,621,621,465,147,78,12,0
60a66dc0529dbf5eb460,protocol_control_telegate,protocol_label_only_control,telegate,0.8,621,621,465,147,78,12,0
e929498f5954b8f0c981,protocol_control_teledata,protocol_label_only_control,teledata,0.8,621,621,465,147,78,12,0
acdf4795a8ed9a079223,service_control_low_latency,service_label_only_control,low_latency,0.8,714,714,504,0,105,16,44
caa0abf4dae170c9ee10,service_control_high_fidelity,service_label_only_control,high_fidelity,0.8,714,714,504,0,105,16,44
c9c47eef7161029cd70f,protocol_direct,protocol_inference,direct_transfer,0.95,465,465,465,0,0,0,0
1d8042874f2ff455ac14,protocol_on_demand,protocol_inference,on_demand_epr,0.95,563,563,465,0,49,4,0
8bd3055983c90f7319ac,protocol_prefetch,protocol_inference,prefetched_epr,0.95,601,601,465,137,68,2,0
f8b50ca42e6c5c27cb09,protocol_telegate,protocol_inference,telegate,0.95,648,648,510,138,69,3,0
48c0fa1c8902fe7f4930,protocol_teledata,protocol_inference,teledata,0.95,650,650,510,139,70,4,0
a0cb5f423c583a032563,distill_0,distillation_depth_inference,distill_0,0.95,559,559,465,0,47,2,0
d891cabd65913514d047,distill_1,distillation_depth_inference,distill_1,0.95,694,694,510,0,92,2,45
0c312ea45f73dbdc5ded,distill_2,distillation_depth_inference,distill_2,0.95,941,941,555,0,193,13,90
90756b0200783215dbde,retry_1,retry_policy_inference,retry_1,0.95,540,540,450,0,45,3,0
debf7df0308ba48b7db7,retry_2,retry_policy_inference,retry_2,0.95,561,561,465,0,48,3,0
da2e1969771a81309b33,retry_4,retry_policy_inference,retry_4,0.95,561,561,465,0,48,3,0
a278bac34af8505b0eaa,service_low_latency,service_class_inference,low_latency,0.95,557,557,465,0,46,1,0
4498476d799f4be451d9,service_high_fidelity,service_class_inference,high_fidelity,0.95,939,939,555,0,192,12,90
a63250c264ac42b08663,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.95,601,601,465,136,68,3,0
974b664e3ea625353843,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.95,601,601,465,136,68,3,0
0107c0bf66d56a0d271f,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.95,601,601,465,136,68,3,0
f2659d3e8744df81d9e2,protocol_control_telegate,protocol_label_only_control,telegate,0.95,601,601,465,136,68,3,0
2ae13ad632ede49f1dd1,protocol_control_teledata,protocol_label_only_control,teledata,0.95,601,601,465,136,68,3,0
3b46446097705f2819e1,service_control_low_latency,service_label_only_control,low_latency,0.95,696,696,510,0,93,3,45
bbc7d313e33c2deb4f01,service_control_high_fidelity,service_label_only_control,high_fidelity,0.95,696,696,510,0,93,3,45
20a9177b1f4188556203,protocol_direct,protocol_inference,direct_transfer,0.65,465,465,465,0,0,0,0
fe01d11f6070a0199278,protocol_on_demand,protocol_inference,on_demand_epr,0.65,601,601,465,0,68,23,0
989b256aa85d7bab230f,protocol_prefetch,protocol_inference,prefetched_epr,0.65,641,641,465,152,88,27,0
bec1d01181958a0b81a7,protocol_telegate,protocol_inference,telegate,0.65,698,698,510,160,94,31,0
ef55576f6be247a4d40a,protocol_teledata,protocol_inference,teledata,0.65,692,692,510,156,91,29,0
04a2987035449b81c0d6,distill_0,distillation_depth_inference,distill_0,0.65,603,603,465,0,69,24,0
b5fd604bb239d6e88f83,distill_1,distillation_depth_inference,distill_1,0.65,794,794,504,0,145,56,44
125c640d157afee9686c,distill_2,distillation_depth_inference,distill_2,0.65,1103,1103,555,0,274,94,90
c6fa02d1d4302ffd1271,retry_1,retry_policy_inference,retry_1,0.65,495,495,405,0,45,12,0
290d25cf6cc80470316b,retry_2,retry_policy_inference,retry_2,0.65,562,562,440,0,61,21,0
f788996d6fc6cfd3fa83,retry_4,retry_policy_inference,retry_4,0.65,610,610,460,0,75,31,0
6235720227fecc6912b8,service_low_latency,service_class_inference,low_latency,0.65,603,603,465,0,69,24,0
e659dda4b28e1bf21deb,service_high_fidelity,service_class_inference,high_fidelity,0.65,1019,1019,513,0,253,89,78
2c723da8a026c0f666f5,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.65,645,645,465,156,90,27,0
005b8620668f7b1187d9,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.65,645,645,465,156,90,27,0
f0c8eda10d9b5e34a43e,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.65,645,645,465,156,90,27,0
0625d92db2b7d8bddff1,protocol_control_telegate,protocol_label_only_control,telegate,0.65,645,645,465,156,90,27,0
0ac99e335086b0156c10,protocol_control_teledata,protocol_label_only_control,teledata,0.65,645,645,465,156,90,27,0
3576713329e4b62b561f,service_control_low_latency,service_label_only_control,low_latency,0.65,784,784,504,0,140,51,44
62cb950f29b2836402f5,service_control_high_fidelity,service_label_only_control,high_fidelity,0.65,784,784,504,0,140,51,44
69478c263af2f62166a4,protocol_direct,protocol_inference,direct_transfer,0.8,465,465,465,0,0,0,0
eda75dd0bbf746a5b5bf,protocol_on_demand,protocol_inference,on_demand_epr,0.8,569,569,465,0,52,7,0
c1f5b9b3e05eb4cfa595,protocol_prefetch,protocol_inference,prefetched_epr,0.8,619,619,465,145,77,12,0
3e8e18dbc3f064b21e8d,protocol_telegate,protocol_inference,telegate,0.8,672,672,510,147,81,18,0
792010a78207bdc63a07,protocol_teledata,protocol_inference,teledata,0.8,672,672,510,147,81,18,0
5ac5d61f4ca2a9f7b79c,distill_0,distillation_depth_inference,distill_0,0.8,577,577,465,0,56,11,0
74584f32545147a985c7,distill_1,distillation_depth_inference,distill_1,0.8,742,742,510,0,116,26,45
15b1f4cb4111789d4f61,distill_2,distillation_depth_inference,distill_2,0.8,999,999,555,0,222,42,90
63a1a6ed35915ee4ec1e,retry_1,retry_policy_inference,retry_1,0.8,520,520,430,0,45,7,0
a2c53b970dfbe7fcf7e3,retry_2,retry_policy_inference,retry_2,0.8,565,565,455,0,55,12,0
2933663bd02e5d2b4acb,retry_4,retry_policy_inference,retry_4,0.8,577,577,465,0,56,11,0
a6b8d5825315d12dd6e3,service_low_latency,service_class_inference,low_latency,0.8,583,583,465,0,59,14,0
cce374c26e5588e0aa7b,service_high_fidelity,service_class_inference,high_fidelity,0.8,993,993,555,0,219,39,90
bcdd1e475af5c4f28528,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.8,621,621,465,145,78,14,0
ae25e7badc20e98572ae,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.8,621,621,465,145,78,14,0
8a438ffa69def6539f46,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.8,621,621,465,145,78,14,0
1584bfb97b167aff955e,protocol_control_telegate,protocol_label_only_control,telegate,0.8,621,621,465,145,78,14,0
a4bb598ed6fe6648a9e3,protocol_control_teledata,protocol_label_only_control,teledata,0.8,621,621,465,145,78,14,0
d60be6020ddf6ccc4029,service_control_low_latency,service_label_only_control,low_latency,0.8,716,716,510,0,103,13,45
1bb5754268e734b13b2a,service_control_high_fidelity,service_label_only_control,high_fidelity,0.8,716,716,510,0,103,13,45
10d137759cf7d53bc4c6,protocol_direct,protocol_inference,direct_transfer,0.95,465,465,465,0,0,0,0
84a415f637e19188a7c3,protocol_on_demand,protocol_inference,on_demand_epr,0.95,559,559,465,0,47,2,0
8ca708b5e775310b2974,protocol_prefetch,protocol_inference,prefetched_epr,0.95,605,605,465,139,70,4,0
8afc56f09910535677aa,protocol_telegate,protocol_inference,telegate,0.95,650,650,510,139,70,4,0
c3c8c2bca4c4e0291d46,protocol_teledata,protocol_inference,teledata,0.95,644,644,510,135,67,2,0
2c1e273900efc4d096e5,distill_0,distillation_depth_inference,distill_0,0.95,559,559,465,0,47,2,0
adfa161346ae8505ddc6,distill_1,distillation_depth_inference,distill_1,0.95,702,702,510,0,96,6,45
a1ce3a900fcc5378e0d1,distill_2,distillation_depth_inference,distill_2,0.95,933,933,555,0,189,9,90
a6d5ebec824ca3b97615,retry_1,retry_policy_inference,retry_1,0.95,545,545,455,0,45,2,0
34ae8ae322ba2eefd343,retry_2,retry_policy_inference,retry_2,0.95,561,561,465,0,48,3,0
7e56c14e96d95b5c33e3,retry_4,retry_policy_inference,retry_4,0.95,567,567,465,0,51,6,0
613dfdc967b51b14b686,service_low_latency,service_class_inference,low_latency,0.95,565,565,465,0,50,5,0
079901b82c719faf6a65,service_high_fidelity,service_class_inference,high_fidelity,0.95,925,925,555,0,185,5,90
e49610f888d65d13b855,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.95,605,605,465,139,70,4,0
17dd06c8c4626784ab54,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.95,605,605,465,139,70,4,0
9a700147d8953ac45a8b,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.95,605,605,465,139,70,4,0
3d20d062b776cd024086,protocol_control_telegate,protocol_label_only_control,telegate,0.95,605,605,465,139,70,4,0
fceefa7034cef91dcb07,protocol_control_teledata,protocol_label_only_control,teledata,0.95,605,605,465,139,70,4,0
c42e93d4974877889624,service_control_low_latency,service_label_only_control,low_latency,0.95,696,696,510,0,93,3,45
2a4cfd7c0791c5a36f3c,service_control_high_fidelity,service_label_only_control,high_fidelity,0.95,696,696,510,0,93,3,45
11c4c9e6e5b2bf641c72,protocol_direct,protocol_inference,direct_transfer,0.65,535,535,535,0,0,0,0
dd4d09b8ee904dd7bd07,protocol_on_demand,protocol_inference,on_demand_epr,0.65,703,703,535,0,84,25,0
69d72e901b7b8c40ea4c,protocol_prefetch,protocol_inference,prefetched_epr,0.65,751,751,535,184,108,35,0
bf04d839239a402fd42d,protocol_telegate,protocol_inference,telegate,0.65,814,814,594,185,110,38,0
6a0b76f30edcacf17ee2,protocol_teledata,protocol_inference,teledata,0.65,824,824,594,191,115,42,0
dab8e5dbd90e3a134ff7,distill_0,distillation_depth_inference,distill_0,0.65,709,709,535,0,87,28,0
b0b01a87cfb22c67fd61,distill_1,distillation_depth_inference,distill_1,0.65,976,976,588,0,194,78,58
a89b09cf224a3819e8d1,distill_2,distillation_depth_inference,distill_2,0.65,1367,1367,653,0,357,121,118
969793951d94cb1ec9ae,retry_1,retry_policy_inference,retry_1,0.65,568,568,450,0,59,17,0
65d1ee26de288c76e07a,retry_2,retry_policy_inference,retry_2,0.65,664,664,500,0,82,30,0
ed8f7a6375dd4e5c6472,retry_4,retry_policy_inference,retry_4,0.65,706,706,530,0,88,30,0
9ae9a2d7a9040ebac839,service_low_latency,service_class_inference,low_latency,0.65,722,722,530,0,96,38,0
daf33b602d9b02527528,service_high_fidelity,service_class_inference,high_fidelity,0.65,1324,1324,632,0,346,119,112
729b26b64a601e080e6a,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.65,753,753,535,185,109,36,0
708784cc3ebe9b6fd716,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.65,753,753,535,185,109,36,0
d9e0c6b5755d71a58f73,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.65,753,753,535,185,109,36,0
01551bcb69e940f78312,protocol_control_telegate,protocol_label_only_control,telegate,0.65,753,753,535,185,109,36,0
b8131643050abbbc469b,protocol_control_teledata,protocol_label_only_control,teledata,0.65,753,753,535,185,109,36,0
4a7566ae324f48fe467b,service_control_low_latency,service_label_only_control,low_latency,0.65,938,938,588,0,175,59,58
2d2a81dd3574521dfde4,service_control_high_fidelity,service_label_only_control,high_fidelity,0.65,938,938,588,0,175,59,58
ef8511d65f299b5f876b,protocol_direct,protocol_inference,direct_transfer,0.8,535,535,535,0,0,0,0
1bf257952b43342264b8,protocol_on_demand,protocol_inference,on_demand_epr,0.8,670,670,530,0,70,12,0
9703f918bac73325b82d,protocol_prefetch,protocol_inference,prefetched_epr,0.8,733,733,535,175,99,26,0
97adb51dc316c735f0a9,protocol_telegate,protocol_inference,telegate,0.8,772,772,594,165,89,16,0
81601c5d39953d80e73b,protocol_teledata,protocol_inference,teledata,0.8,770,770,594,164,88,15,0
352f0f724d2a1e051a69,distill_0,distillation_depth_inference,distill_0,0.8,683,683,535,0,74,15,0
0136ea5aec72cf46a968,distill_1,distillation_depth_inference,distill_1,0.8,898,898,594,0,152,34,59
2830855417b3b2f44116,distill_2,distillation_depth_inference,distill_2,0.8,1237,1237,653,0,292,56,118
bdad1f23b9fe05f309f9,retry_1,retry_policy_inference,retry_1,0.8,603,603,485,0,59,10,0
273f7e87c826d457b2f0,retry_2,retry_policy_inference,retry_2,0.8,670,670,530,0,70,12,0
6c04036ac04c24b45792,retry_4,retry_policy_inference,retry_4,0.8,677,677,535,0,71,12,0
0503cab57424c3bacca3,service_low_latency,service_class_inference,low_latency,0.8,687,687,535,0,76,17,0
f02532c102f1b1437ffc,service_high_fidelity,service_class_inference,high_fidelity,0.8,1278,1278,646,0,316,83,116
3c1bb12d0ba2e2c9b784,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.8,731,731,535,174,98,25,0
060244d5b5773b9fc3f1,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.8,731,731,535,174,98,25,0
c4783762f8e20d346ca2,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.8,731,731,535,174,98,25,0
f469bd01803fd75fb344,protocol_control_telegate,protocol_label_only_control,telegate,0.8,731,731,535,174,98,25,0
2592b8588d52230e5549,protocol_control_teledata,protocol_label_only_control,teledata,0.8,731,731,535,174,98,25,0
09832a5a602fa319b083,service_control_low_latency,service_label_only_control,low_latency,0.8,888,888,594,0,147,29,59
46ff74f7d5fbf12e24dc,service_control_high_fidelity,service_label_only_control,high_fidelity,0.8,888,888,594,0,147,29,59
ab8d4dcc010f03c63988,protocol_direct,protocol_inference,direct_transfer,0.95,535,535,535,0,0,0,0
57f45edcc0d44f4eaf50,protocol_on_demand,protocol_inference,on_demand_epr,0.95,657,657,535,0,61,2,0
9488d140684394498b17,protocol_prefetch,protocol_inference,prefetched_epr,0.95,687,687,535,152,76,3,0
0c322e5fbe8816927ada,protocol_telegate,protocol_inference,telegate,0.95,752,752,594,155,79,6,0
e1456296ddcfcf6f083d,protocol_teledata,protocol_inference,teledata,0.95,744,744,594,151,75,2,0
cf26b28c0d88d5869a48,distill_0,distillation_depth_inference,distill_0,0.95,657,657,535,0,61,2,0
52feacd6d29c60d63a5b,distill_1,distillation_depth_inference,distill_1,0.95,852,852,594,0,129,11,59
16441fa2b222ce9a26ca,distill_2,distillation_depth_inference,distill_2,0.95,1137,1137,653,0,242,6,118
c7ac247ac6aadabc0b3c,retry_1,retry_policy_inference,retry_1,0.95,638,638,520,0,59,3,0
4936350df623798c5e57,retry_2,retry_policy_inference,retry_2,0.95,658,658,530,0,64,6,0
6fc3b1327fd26b7d567a,retry_4,retry_policy_inference,retry_4,0.95,653,653,535,0,59,0,0
9b11acd023708eb12ab3,service_low_latency,service_class_inference,low_latency,0.95,661,661,535,0,63,4,0
d3010bf0def1e0f33808,service_high_fidelity,service_class_inference,high_fidelity,0.95,1141,1141,653,0,244,8,118
5becb90925e972723a69,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.95,685,685,535,151,75,2,0
47125d0b120cb852494c,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.95,685,685,535,151,75,2,0
066654900f4d276f2307,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.95,685,685,535,151,75,2,0
68cdd3b61cbee2ac4731,protocol_control_telegate,protocol_label_only_control,telegate,0.95,685,685,535,151,75,2,0
fddde12c648135b2f299,protocol_control_teledata,protocol_label_only_control,teledata,0.95,685,685,535,151,75,2,0
5c2427eb48650eb0b0fa,service_control_low_latency,service_label_only_control,low_latency,0.95,838,838,594,0,122,4,59
ac38b720d5042986627d,service_control_high_fidelity,service_label_only_control,high_fidelity,0.95,838,838,594,0,122,4,59
f9258df29e6fb8c0d021,protocol_direct,protocol_inference,direct_transfer,0.65,535,535,535,0,0,0,0
9a175e20875a50bc4c74,protocol_on_demand,protocol_inference,on_demand_epr,0.65,691,691,535,0,78,19,0
c0849202d37dcbb5b002,protocol_prefetch,protocol_inference,prefetched_epr,0.65,759,759,535,188,112,39,0
76b5c368f8c392d2948b,protocol_telegate,protocol_inference,telegate,0.65,828,828,594,192,117,45,0
b666f4e96569b276f1b3,protocol_teledata,protocol_inference,teledata,0.65,774,774,594,166,90,17,0
6b35e95e9734c9617caf,distill_0,distillation_depth_inference,distill_0,0.65,726,726,530,0,98,40,0
2b73bcd3a366817c58bc,distill_1,distillation_depth_inference,distill_1,0.65,964,964,588,0,188,71,58
c80f8e3793f4261633f3,distill_2,distillation_depth_inference,distill_2,0.65,1373,1373,653,0,360,124,118
ef903461a0e4724c2fdd,retry_1,retry_policy_inference,retry_1,0.65,533,533,415,0,59,24,0
0fb73a62ff959b3eae06,retry_2,retry_policy_inference,retry_2,0.65,662,662,500,0,81,29,0
3cf1f136ae113c31e724,retry_4,retry_policy_inference,retry_4,0.65,700,700,530,0,85,27,0
50b0fec6e29376c70937,service_low_latency,service_class_inference,low_latency,0.65,714,714,520,0,97,41,0
b1301fde9eb7e5b04d3d,service_high_fidelity,service_class_inference,high_fidelity,0.65,1297,1297,625,0,336,108,110
db825d2833d28ff91896,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.65,751,751,535,184,108,35,0
8172a293f554b50e78d1,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.65,751,751,535,184,108,35,0
301b10963103cd92865b,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.65,751,751,535,184,108,35,0
66fc89c1f93d044a8def,protocol_control_telegate,protocol_label_only_control,telegate,0.65,751,751,535,184,108,35,0
e4ef01a930eaeb9e637d,protocol_control_teledata,protocol_label_only_control,teledata,0.65,751,751,535,184,108,35,0
7d0e7cb0a904714c98e8,service_control_low_latency,service_label_only_control,low_latency,0.65,940,940,588,0,176,59,58
385c3029a8153b55ac85,service_control_high_fidelity,service_label_only_control,high_fidelity,0.65,940,940,588,0,176,59,58
053c55821b58c77f205f,protocol_direct,protocol_inference,direct_transfer,0.8,535,535,535,0,0,0,0
621f4c7eba81adf6952e,protocol_on_demand,protocol_inference,on_demand_epr,0.8,679,679,535,0,72,13,0
db9844006f5d464160e8,protocol_prefetch,protocol_inference,prefetched_epr,0.8,717,717,535,166,91,19,0
0af90b050229287e9620,protocol_telegate,protocol_inference,telegate,0.8,778,778,594,167,92,20,0
8fbfbc9af0a3ccd9a0f1,protocol_teledata,protocol_inference,teledata,0.8,784,784,594,171,95,22,0
5619c69dfb0f1b2457b8,distill_0,distillation_depth_inference,distill_0,0.8,667,667,535,0,66,7,0
076d604dc82aad436290,distill_1,distillation_depth_inference,distill_1,0.8,892,892,594,0,149,31,59
da3fcb6100b5f0a90490,distill_2,distillation_depth_inference,distill_2,0.8,1281,1281,653,0,314,78,118
30c0ce216fd23c0e2969,retry_1,retry_policy_inference,retry_1,0.8,593,593,475,0,59,12,0
40bc7a0d7b50895cbeec,retry_2,retry_policy_inference,retry_2,0.8,662,662,520,0,71,15,0
49cce4210753f3b2eb80,retry_4,retry_policy_inference,retry_4,0.8,677,677,535,0,71,12,0
a3eff17daf54a5418a42,service_low_latency,service_class_inference,low_latency,0.8,683,683,535,0,74,15,0
74e595aec19cb9e4d3cd,service_high_fidelity,service_class_inference,high_fidelity,0.8,1213,1213,653,0,280,44,118
a0d2f1b7092bc09dfcff,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.8,713,713,535,165,89,16,0
ab31376260fda66402bb,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.8,713,713,535,165,89,16,0
db4b3fd13b4979bf2230,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.8,713,713,535,165,89,16,0
194b356d005b843e9cf2,protocol_control_telegate,protocol_label_only_control,telegate,0.8,713,713,535,165,89,16,0
107563a2e8d31ae4ded5,protocol_control_teledata,protocol_label_only_control,teledata,0.8,713,713,535,165,89,16,0
5dd559151e954777750d,service_control_low_latency,service_label_only_control,low_latency,0.8,878,878,594,0,142,24,59
5e097b299fba2454e4cc,service_control_high_fidelity,service_label_only_control,high_fidelity,0.8,878,878,594,0,142,24,59
a26f552061f75af8b812,protocol_direct,protocol_inference,direct_transfer,0.95,535,535,535,0,0,0,0
90eab70d18302af68589,protocol_on_demand,protocol_inference,on_demand_epr,0.95,661,661,535,0,63,4,0
d4e7f666b2a976de933a,protocol_prefetch,protocol_inference,prefetched_epr,0.95,683,683,535,150,74,1,0
ad77de5f1bded1f257f1,protocol_telegate,protocol_inference,telegate,0.95,742,742,594,150,74,1,0
feec32005cc3299bda32,protocol_teledata,protocol_inference,teledata,0.95,746,746,594,152,76,3,0
17b3ff6f0453f9e98f8c,distill_0,distillation_depth_inference,distill_0,0.95,655,655,535,0,60,1,0
5ea9516c0ff4bd5e7797,distill_1,distillation_depth_inference,distill_1,0.95,848,848,594,0,127,9,59
