victim_qasm,allocation_policy,num_modules,simultaneous_tenants,victim_modules_requested,hub_capacity,interfaces_per_module,trial_id,seed,tenant_id,role,accepted,requested_modules,assigned_modules,remote_endpoint_modules,partition_to_module_json,rejection_reason
square_root_n18.qasm,fixed_p2,5,8,3,2,2,1,26099296,attacker,attacker,True,2,"2,3","2,3","{""0"": 2, ""1"": 3}",
square_root_n18.qasm,fixed_p2,5,8,3,2,2,1,26099296,background_0,background,True,3,"0,1,3","0,1,3","{""0"": 0, ""1"": 1, ""2"": 3}",
square_root_n18.qasm,fixed_p2,5,8,3,2,2,1,26099296,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,1,26099296,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,1,26099296,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,1,26099296,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,1,26099296,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,2,26099297,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,fixed_p2,5,8,3,2,2,2,26099297,attacker,attacker,True,2,"2,3","2,3","{""0"": 2, ""1"": 3}",
square_root_n18.qasm,fixed_p2,5,8,3,2,2,2,26099297,background_0,background,True,3,"0,1,3","0,1,3","{""0"": 0, ""1"": 1, ""2"": 3}",
square_root_n18.qasm,fixed_p2,5,8,3,2,2,2,26099297,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,2,26099297,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,2,26099297,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,2,26099297,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,2,26099297,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,3,26099298,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,fixed_p2,5,8,3,2,2,3,26099298,attacker,attacker,True,2,"2,3","2,3","{""0"": 2, ""1"": 3}",
square_root_n18.qasm,fixed_p2,5,8,3,2,2,3,26099298,background_0,background,True,3,"0,1,3","0,1,3","{""0"": 0, ""1"": 1, ""2"": 3}",
square_root_n18.qasm,fixed_p2,5,8,3,2,2,3,26099298,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,3,26099298,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,3,26099298,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,3,26099298,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,3,26099298,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,4,26099299,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,fixed_p2,5,8,3,2,2,4,26099299,attacker,attacker,True,2,"2,3","2,3","{""0"": 2, ""1"": 3}",
square_root_n18.qasm,fixed_p2,5,8,3,2,2,4,26099299,background_0,background,True,3,"0,1,3","0,1,3","{""0"": 0, ""1"": 1, ""2"": 3}",
square_root_n18.qasm,fixed_p2,5,8,3,2,2,4,26099299,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,4,26099299,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,4,26099299,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,4,26099299,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,fixed_p2,5,8,3,2,2,4,26099299,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,0,26099305,victim,victim,True,3,"1,2,4","1,2,4","{""0"": 1, ""1"": 2, ""2"": 4}",
square_root_n18.qasm,uniform_random,5,8,3,2,2,0,26099305,attacker,attacker,True,2,"2,3","2,3","{""0"": 2, ""1"": 3}",
square_root_n18.qasm,uniform_random,5,8,3,2,2,0,26099305,background_0,background,True,3,"0,1,3","0,1,3","{""0"": 0, ""1"": 1, ""2"": 3}",
square_root_n18.qasm,uniform_random,5,8,3,2,2,0,26099305,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,0,26099305,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,0,26099305,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,0,26099305,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,0,26099305,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,1,26099306,victim,victim,True,3,"0,1,3","0,1,3","{""0"": 0, ""1"": 1, ""2"": 3}",
square_root_n18.qasm,uniform_random,5,8,3,2,2,1,26099306,attacker,attacker,True,2,"1,2","1,2","{""0"": 1, ""1"": 2}",
square_root_n18.qasm,uniform_random,5,8,3,2,2,1,26099306,background_0,background,True,3,"2,3,4","2,3,4","{""0"": 2, ""1"": 3, ""2"": 4}",
square_root_n18.qasm,uniform_random,5,8,3,2,2,1,26099306,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,1,26099306,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,1,26099306,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,1,26099306,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,1,26099306,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,2,26099307,victim,victim,True,3,"1,2,4","1,2,4","{""0"": 1, ""1"": 2, ""2"": 4}",
square_root_n18.qasm,uniform_random,5,8,3,2,2,2,26099307,attacker,attacker,True,2,"1,2","1,2","{""0"": 1, ""1"": 2}",
square_root_n18.qasm,uniform_random,5,8,3,2,2,2,26099307,background_0,background,True,3,"0,3,4","0,3,4","{""0"": 0, ""1"": 3, ""2"": 4}",
square_root_n18.qasm,uniform_random,5,8,3,2,2,2,26099307,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,2,26099307,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,2,26099307,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,2,26099307,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,2,26099307,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,3,26099308,victim,victim,True,3,"0,1,4","0,1,4","{""0"": 0, ""1"": 1, ""2"": 4}",
square_root_n18.qasm,uniform_random,5,8,3,2,2,3,26099308,attacker,attacker,True,2,"2,4","2,4","{""0"": 2, ""1"": 4}",
square_root_n18.qasm,uniform_random,5,8,3,2,2,3,26099308,background_0,background,True,3,"1,2,3","1,2,3","{""0"": 1, ""1"": 2, ""2"": 3}",
square_root_n18.qasm,uniform_random,5,8,3,2,2,3,26099308,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,3,26099308,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,3,26099308,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,3,26099308,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,3,26099308,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,4,26099309,victim,victim,True,3,"0,3,4","0,3,4","{""0"": 0, ""1"": 3, ""2"": 4}",
square_root_n18.qasm,uniform_random,5,8,3,2,2,4,26099309,attacker,attacker,True,2,"3,4","3,4","{""0"": 3, ""1"": 4}",
square_root_n18.qasm,uniform_random,5,8,3,2,2,4,26099309,background_0,background,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,uniform_random,5,8,3,2,2,4,26099309,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,4,26099309,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,4,26099309,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,4,26099309,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,uniform_random,5,8,3,2,2,4,26099309,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,0,26099315,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,load_balanced,5,8,3,2,2,0,26099315,attacker,attacker,True,2,"3,4","3,4","{""0"": 3, ""1"": 4}",
square_root_n18.qasm,load_balanced,5,8,3,2,2,0,26099315,background_0,background,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,load_balanced,5,8,3,2,2,0,26099315,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,0,26099315,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,0,26099315,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,0,26099315,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,0,26099315,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,1,26099316,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,load_balanced,5,8,3,2,2,1,26099316,attacker,attacker,True,2,"3,4","3,4","{""0"": 3, ""1"": 4}",
square_root_n18.qasm,load_balanced,5,8,3,2,2,1,26099316,background_0,background,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,load_balanced,5,8,3,2,2,1,26099316,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,1,26099316,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,1,26099316,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,1,26099316,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,1,26099316,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,2,26099317,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,load_balanced,5,8,3,2,2,2,26099317,attacker,attacker,True,2,"3,4","3,4","{""0"": 3, ""1"": 4}",
square_root_n18.qasm,load_balanced,5,8,3,2,2,2,26099317,background_0,background,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,load_balanced,5,8,3,2,2,2,26099317,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,2,26099317,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,2,26099317,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,2,26099317,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,2,26099317,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,3,26099318,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,load_balanced,5,8,3,2,2,3,26099318,attacker,attacker,True,2,"3,4","3,4","{""0"": 3, ""1"": 4}",
square_root_n18.qasm,load_balanced,5,8,3,2,2,3,26099318,background_0,background,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,load_balanced,5,8,3,2,2,3,26099318,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,3,26099318,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,3,26099318,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,3,26099318,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,3,26099318,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,4,26099319,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,load_balanced,5,8,3,2,2,4,26099319,attacker,attacker,True,2,"3,4","3,4","{""0"": 3, ""1"": 4}",
square_root_n18.qasm,load_balanced,5,8,3,2,2,4,26099319,background_0,background,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,load_balanced,5,8,3,2,2,4,26099319,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,4,26099319,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,4,26099319,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,4,26099319,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,load_balanced,5,8,3,2,2,4,26099319,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,0,26099325,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,0,26099325,attacker,attacker,True,2,"3,4","3,4","{""0"": 3, ""1"": 4}",
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,0,26099325,background_0,background,True,3,"0,1,2","0,1,2","{""0"": 1, ""1"": 0, ""2"": 2}",
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,0,26099325,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,0,26099325,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,0,26099325,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,0,26099325,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,0,26099325,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,1,26099326,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,1,26099326,attacker,attacker,True,2,"3,4","3,4","{""0"": 3, ""1"": 4}",
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,1,26099326,background_0,background,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 2, ""2"": 1}",
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,1,26099326,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,1,26099326,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,1,26099326,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,1,26099326,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,1,26099326,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,2,26099327,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,2,26099327,attacker,attacker,True,2,"3,4","3,4","{""0"": 3, ""1"": 4}",
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,2,26099327,background_0,background,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 2, ""2"": 1}",
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,2,26099327,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,2,26099327,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,2,26099327,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,2,26099327,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,2,26099327,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,3,26099328,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,3,26099328,attacker,attacker,True,2,"3,4","3,4","{""0"": 3, ""1"": 4}",
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,3,26099328,background_0,background,True,3,"0,1,2","0,1,2","{""0"": 1, ""1"": 0, ""2"": 2}",
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,3,26099328,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,3,26099328,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,3,26099328,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,3,26099328,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,3,26099328,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,4,26099329,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,4,26099329,attacker,attacker,True,2,"3,4","3,4","{""0"": 3, ""1"": 4}",
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,4,26099329,background_0,background,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 2, ""2"": 1}",
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,4,26099329,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,4,26099329,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,4,26099329,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,4,26099329,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_minimizing,5,8,3,2,2,4,26099329,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,0,26099335,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,0,26099335,attacker,attacker,True,2,"0,1","0,1","{""0"": 0, ""1"": 1}",
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,0,26099335,background_0,background,True,3,"2,3,4","2,3,4","{""0"": 3, ""1"": 2, ""2"": 4}",
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,0,26099335,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,0,26099335,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,0,26099335,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,0,26099335,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,0,26099335,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,1,26099336,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,1,26099336,attacker,attacker,True,2,"0,1","0,1","{""0"": 0, ""1"": 1}",
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,1,26099336,background_0,background,True,3,"2,3,4","2,3,4","{""0"": 3, ""1"": 2, ""2"": 4}",
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,1,26099336,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,1,26099336,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,1,26099336,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,1,26099336,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,1,26099336,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,2,26099337,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,2,26099337,attacker,attacker,True,2,"0,1","0,1","{""0"": 0, ""1"": 1}",
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,2,26099337,background_0,background,True,3,"2,3,4","2,3,4","{""0"": 3, ""1"": 2, ""2"": 4}",
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,2,26099337,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,2,26099337,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,2,26099337,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,2,26099337,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,2,26099337,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,3,26099338,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,3,26099338,attacker,attacker,True,2,"0,1","0,1","{""0"": 0, ""1"": 1}",
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,3,26099338,background_0,background,True,3,"2,3,4","2,3,4","{""0"": 3, ""1"": 2, ""2"": 4}",
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,3,26099338,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,3,26099338,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,3,26099338,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,3,26099338,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,3,26099338,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,4,26099339,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,4,26099339,attacker,attacker,True,2,"0,1","0,1","{""0"": 0, ""1"": 1}",
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,4,26099339,background_0,background,True,3,"2,3,4","2,3,4","{""0"": 3, ""1"": 2, ""2"": 4}",
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,4,26099339,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,4,26099339,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,4,26099339,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,4,26099339,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,communication_consolidating,5,8,3,2,2,4,26099339,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,endpoint_separation,5,8,3,2,2,0,26099345,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,endpoint_separation,5,8,3,2,2,0,26099345,attacker,attacker,True,2,"3,4","3,4","{""0"": 3, ""1"": 4}",
square_root_n18.qasm,endpoint_separation,5,8,3,2,2,0,26099345,background_0,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,endpoint_separation,5,8,3,2,2,0,26099345,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,endpoint_separation,5,8,3,2,2,0,26099345,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,endpoint_separation,5,8,3,2,2,0,26099345,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,endpoint_separation,5,8,3,2,2,0,26099345,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,endpoint_separation,5,8,3,2,2,0,26099345,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,endpoint_separation,5,8,3,2,2,1,26099346,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
square_root_n18.qasm,endpoint_separation,5,8,3,2,2,1,26099346,attacker,attacker,True,2,"3,4","3,4","{""0"": 3, ""1"": 4}",
square_root_n18.qasm,endpoint_separation,5,8,3,2,2,1,26099346,background_0,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,endpoint_separation,5,8,3,2,2,1,26099346,background_1,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,endpoint_separation,5,8,3,2,2,1,26099346,background_2,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,endpoint_separation,5,8,3,2,2,1,26099346,background_3,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,endpoint_separation,5,8,3,2,2,1,26099346,background_4,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,endpoint_separation,5,8,3,2,2,1,26099346,background_5,background,False,3,,,{},no_feasible_module_subset
square_root_n18.qasm,endpoint_separation,5,8,3,2,2,2,26099347,victim,victim,True,3,"0,1,2","0,1,2","{""0"": 0, ""1"": 1, ""2"": 2}",
