victim_qasm,victim_tag,knob,uncertainty_name,uncertainty_half_width_ns,trial_id,random_seed,victim_start_offset_ns,attacker_start_error_ns,victim_true_start_ns,attacker_estimated_start_ns,attacker_window_end_ns,observation_duration_ns,probe_name,spacing_pattern,probe_round_period_ns,placement,workload_type,hub_max_concurrent_transfers,total_attacker_remote_requests,baseline_avg_waiting_time_ns,baseline_max_waiting_time_ns,avg_excess_waiting_time_ns,avg_excess_turnaround_time_ns,median_excess_turnaround_time_ns,max_excess_turnaround_time_ns,total_excess_turnaround_time_ns,delayed_probe_count,contention_observed_fraction,detection_observed,victim_only_duration_ns,victim_on_duration_ns,victim_slowdown_ns,victim_slowdown_ratio,window_victim_overlap_ns_evaluator_only,pre_victim_probe_count_evaluator_only,useful_probe_count_evaluator_only,post_victim_probe_count_evaluator_only,useful_probe_fraction_evaluator_only,victim_on_hub_makespan_ns
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_0p5us,500,9,27,315,-315,20315,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,13940.208333333334,13940.208333333334,14590.0,21255.0,669130.0,46,0.9583333333333334,True,24290.0,25170.0,880.0,1.036228900782215,19685.0,1,47,0,0.9791666666666666,49665
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_0p5us,500,10,27,90,-90,20090,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14063.958333333334,14063.958333333334,14735.0,21090.0,675070.0,46,0.9583333333333334,True,24290.0,25230.0,940.0,1.038699053108275,19910.0,1,47,0,0.9791666666666666,49500
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_0p5us,500,11,27,475,-475,20475,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,13907.083333333334,13907.083333333334,14735.0,21090.0,667540.0,45,0.9375,True,24290.0,25265.0,975.0,1.0401399752984768,19525.0,2,46,0,0.9583333333333334,49810
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_0p5us,500,12,27,30,-30,20030,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14134.375,14134.375,14725.0,21270.0,678450.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,19970.0,0,48,0,1.0,49490
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_0p5us,500,13,27,-235,235,19765,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14177.604166666666,14177.604166666666,14700.0,21125.0,680525.0,47,0.9791666666666666,True,24290.0,25170.0,880.0,1.036228900782215,20000.0,0,48,0,1.0,49225
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_0p5us,500,14,27,-230,230,19770,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14180.208333333334,14180.208333333334,14705.0,21130.0,680650.0,47,0.9791666666666666,True,24290.0,25170.0,880.0,1.036228900782215,20000.0,0,48,0,1.0,49230
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_0p5us,500,15,27,-320,320,19680,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14246.458333333334,14246.458333333334,14735.0,21090.0,683830.0,47,0.9791666666666666,True,24290.0,25220.0,930.0,1.0382873610539316,20000.0,0,48,0,1.0,49190
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_0p5us,500,16,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_0p5us,500,17,27,-295,295,19705,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14214.375,14214.375,14735.0,21090.0,682290.0,47,0.9791666666666666,True,24290.0,25195.0,905.0,1.0372581309180733,20000.0,0,48,0,1.0,49190
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_0p5us,500,18,27,-335,335,19665,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14264.791666666666,14264.791666666666,14735.0,21090.0,684710.0,47,0.9791666666666666,True,24290.0,25235.0,945.0,1.0389048991354466,20000.0,0,48,0,1.0,49190
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_0p5us,500,19,27,275,-275,20275,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,13945.416666666666,13945.416666666666,14550.0,21215.0,669380.0,46,0.9583333333333334,True,24290.0,25170.0,880.0,1.036228900782215,19725.0,1,47,0,0.9791666666666666,49625
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,0,27,-360,360,19640,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,659.7916666666666,659.7916666666666,0.0,4175.0,31670.0,14,0.2916666666666667,True,4675.0,4785.0,110.0,1.0235294117647058,4315.0,0,11,37,0.22916666666666666,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,1,27,450,-450,20450,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,672.2916666666666,672.2916666666666,0.0,4320.0,32270.0,14,0.2916666666666667,True,4675.0,4740.0,65.0,1.013903743315508,4675.0,1,12,35,0.25,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,2,27,-335,335,19665,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,657.7083333333334,657.7083333333334,0.0,4000.0,31570.0,14,0.2916666666666667,True,4675.0,4785.0,110.0,1.0235294117647058,4340.0,0,11,37,0.22916666666666666,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,3,27,195,-195,20195,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,670.8333333333334,670.8333333333334,0.0,4110.0,32200.0,15,0.3125,True,4675.0,4785.0,110.0,1.0235294117647058,4675.0,1,11,36,0.22916666666666666,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,4,27,260,-260,20260,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,675.1041666666666,675.1041666666666,0.0,4175.0,32405.0,15,0.3125,True,4675.0,4785.0,110.0,1.0235294117647058,4675.0,1,11,36,0.22916666666666666,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,5,27,410,-410,20410,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,672.2916666666666,672.2916666666666,0.0,4320.0,32270.0,14,0.2916666666666667,True,4675.0,4780.0,105.0,1.0224598930481283,4675.0,1,12,35,0.25,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,6,27,-275,275,19725,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,671.25,671.25,0.0,4060.0,32220.0,15,0.3125,True,4675.0,4785.0,110.0,1.0235294117647058,4400.0,0,11,37,0.22916666666666666,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,7,27,-215,215,19785,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,671.6666666666666,671.6666666666666,0.0,4120.0,32240.0,15,0.3125,True,4675.0,4785.0,110.0,1.0235294117647058,4460.0,0,11,37,0.22916666666666666,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,8,27,-335,335,19665,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,657.7083333333334,657.7083333333334,0.0,4000.0,31570.0,14,0.2916666666666667,True,4675.0,4785.0,110.0,1.0235294117647058,4340.0,0,11,37,0.22916666666666666,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,9,27,315,-315,20315,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,676.25,676.25,0.0,4230.0,32460.0,15,0.3125,True,4675.0,4785.0,110.0,1.0235294117647058,4675.0,1,11,36,0.22916666666666666,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,10,27,90,-90,20090,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,660.625,660.625,0.0,4010.0,31710.0,14,0.2916666666666667,True,4675.0,4790.0,115.0,1.0245989304812835,4675.0,1,11,36,0.22916666666666666,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,11,27,475,-475,20475,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,672.2916666666666,672.2916666666666,0.0,4320.0,32270.0,14,0.2916666666666667,True,4675.0,4715.0,40.0,1.0085561497326203,4675.0,2,11,35,0.22916666666666666,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,12,27,30,-30,20030,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,672.2916666666666,672.2916666666666,0.0,4320.0,32270.0,14,0.2916666666666667,True,4675.0,4740.0,65.0,1.013903743315508,4675.0,0,12,36,0.25,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,13,27,-235,235,19765,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,672.2916666666666,672.2916666666666,0.0,4100.0,32270.0,15,0.3125,True,4675.0,4785.0,110.0,1.0235294117647058,4440.0,0,11,37,0.22916666666666666,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,14,27,-230,230,19770,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,671.5625,671.5625,0.0,4105.0,32235.0,15,0.3125,True,4675.0,4785.0,110.0,1.0235294117647058,4445.0,0,11,37,0.22916666666666666,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,15,27,-320,320,19680,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,662.0833333333334,662.0833333333334,0.0,4015.0,31780.0,14,0.2916666666666667,True,4675.0,4785.0,110.0,1.0235294117647058,4355.0,0,11,37,0.22916666666666666,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,16,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,672.2916666666666,672.2916666666666,0.0,4320.0,32270.0,14,0.2916666666666667,True,4675.0,4770.0,95.0,1.0203208556149732,4675.0,0,12,36,0.25,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,17,27,-295,295,19705,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,669.5833333333334,669.5833333333334,0.0,4040.0,32140.0,15,0.3125,True,4675.0,4785.0,110.0,1.0235294117647058,4380.0,0,11,37,0.22916666666666666,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,18,27,-335,335,19665,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,657.7083333333334,657.7083333333334,0.0,4000.0,31570.0,14,0.2916666666666667,True,4675.0,4785.0,110.0,1.0235294117647058,4340.0,0,11,37,0.22916666666666666,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_0p5us,500,19,27,275,-275,20275,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,672.9166666666666,672.9166666666666,0.0,4190.0,32300.0,15,0.3125,True,4675.0,4785.0,110.0,1.0235294117647058,4675.0,1,11,36,0.22916666666666666,39880
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,0,27,-360,360,19640,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17957.5,17957.5,18285.0,24950.0,861960.0,48,1.0,True,27200.0,27860.0,660.0,1.0242647058823529,20000.0,0,48,0,1.0,52120
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,1,27,450,-450,20450,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17488.958333333332,17488.958333333332,18335.0,25000.0,839470.0,46,0.9583333333333334,True,27200.0,27940.0,740.0,1.027205882352941,19550.0,1,47,0,0.9791666666666666,52790
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,2,27,-335,335,19665,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17927.5,17927.5,18310.0,24975.0,860520.0,48,1.0,True,27200.0,27860.0,660.0,1.0242647058823529,20000.0,0,48,0,1.0,52145
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,3,27,195,-195,20195,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17697.1875,17697.1875,18300.0,25085.0,849465.0,47,0.9791666666666666,True,27200.0,27860.0,660.0,1.0242647058823529,19805.0,1,47,0,0.9791666666666666,52565
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,4,27,260,-260,20260,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17637.083333333332,17637.083333333332,18175.0,25150.0,846580.0,47,0.9791666666666666,True,27200.0,27860.0,660.0,1.0242647058823529,19740.0,1,47,0,0.9791666666666666,52630
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,5,27,410,-410,20410,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17527.291666666668,17527.291666666668,18325.0,24990.0,841310.0,47,0.9791666666666666,True,27200.0,27970.0,770.0,1.0283088235294118,19590.0,1,47,0,0.9791666666666666,52780
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,6,27,-275,275,19725,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17905.0,17905.0,18250.0,25035.0,859440.0,48,1.0,True,27200.0,27860.0,660.0,1.0242647058823529,20000.0,0,48,0,1.0,52205
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,7,27,-215,215,19785,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17965.0,17965.0,18310.0,25095.0,862320.0,48,1.0,True,27200.0,27860.0,660.0,1.0242647058823529,20000.0,0,48,0,1.0,52265
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,8,27,-335,335,19665,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17927.5,17927.5,18310.0,24975.0,860520.0,48,1.0,True,27200.0,27860.0,660.0,1.0242647058823529,20000.0,0,48,0,1.0,52145
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,9,27,315,-315,20315,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17578.645833333332,17578.645833333332,18230.0,24895.0,843775.0,47,0.9791666666666666,True,27200.0,27970.0,770.0,1.0283088235294118,19685.0,1,47,0,0.9791666666666666,52685
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,10,27,90,-90,20090,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17682.708333333332,17682.708333333332,18335.0,25000.0,848770.0,47,0.9791666666666666,True,27200.0,27880.0,680.0,1.025,19910.0,1,47,0,0.9791666666666666,52480
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,11,27,475,-475,20475,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17488.958333333332,17488.958333333332,18335.0,25000.0,839470.0,46,0.9583333333333334,True,27200.0,27915.0,715.0,1.0262867647058824,19525.0,2,46,0,0.9583333333333334,52790
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,12,27,30,-30,20030,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17751.458333333332,17751.458333333332,18335.0,25000.0,852070.0,47,0.9791666666666666,True,27200.0,27940.0,740.0,1.027205882352941,19970.0,0,48,0,1.0,52480
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,13,27,-235,235,19765,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17945.0,17945.0,18290.0,25075.0,861360.0,48,1.0,True,27200.0,27860.0,660.0,1.0242647058823529,20000.0,0,48,0,1.0,52245
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,14,27,-230,230,19770,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17950.0,17950.0,18295.0,25080.0,861600.0,48,1.0,True,27200.0,27860.0,660.0,1.0242647058823529,20000.0,0,48,0,1.0,52250
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,15,27,-320,320,19680,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17915.0,17915.0,18325.0,24990.0,859920.0,48,1.0,True,27200.0,27860.0,660.0,1.0242647058823529,20000.0,0,48,0,1.0,52160
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,16,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17767.5,17767.5,18335.0,25000.0,852840.0,48,1.0,True,27200.0,27970.0,770.0,1.0283088235294118,20000.0,0,48,0,1.0,52480
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,17,27,-295,295,19705,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17885.0,17885.0,18230.0,25015.0,858480.0,48,1.0,True,27200.0,27860.0,660.0,1.0242647058823529,20000.0,0,48,0,1.0,52185
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,18,27,-335,335,19665,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17927.5,17927.5,18310.0,24975.0,860520.0,48,1.0,True,27200.0,27860.0,660.0,1.0242647058823529,20000.0,0,48,0,1.0,52145
square_root_n18.qasm,square_root_n18,random_victim_start,uncertainty_0p5us,500,19,27,275,-275,20275,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,17651.770833333332,17651.770833333332,18190.0,25165.0,847285.0,47,0.9791666666666666,True,27200.0,27860.0,660.0,1.0242647058823529,19725.0,1,47,0,0.9791666666666666,52645
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,0,27,400,-400,20400,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,88.54166666666667,88.54166666666667,0.0,1470.0,4250.0,5,0.10416666666666667,True,1880.0,1940.0,60.0,1.0319148936170213,1880.0,1,5,42,0.10416666666666667,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,1,27,-810,810,19190,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,47.916666666666664,47.916666666666664,0.0,1040.0,2300.0,4,0.08333333333333333,True,1880.0,1880.0,0.0,1.0,1070.0,0,3,45,0.0625,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,2,27,-115,115,19885,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,106.04166666666667,106.04166666666667,0.0,1425.0,5090.0,6,0.125,True,1880.0,1990.0,110.0,1.0585106382978724,1765.0,0,5,43,0.10416666666666667,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,3,27,530,-530,20530,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,95.83333333333333,95.83333333333333,0.0,1540.0,4600.0,5,0.10416666666666667,True,1880.0,1880.0,0.0,1.0,1880.0,2,4,42,0.08333333333333333,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,4,27,550,-550,20550,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,98.125,98.125,0.0,1560.0,4710.0,6,0.125,True,1880.0,1880.0,0.0,1.0,1880.0,2,4,42,0.08333333333333333,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,5,27,-265,265,19735,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,101.25,101.25,0.0,1585.0,4860.0,6,0.125,True,1880.0,1880.0,0.0,1.0,1615.0,0,4,44,0.08333333333333333,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,6,27,-780,780,19220,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,50.416666666666664,50.416666666666664,0.0,1070.0,2420.0,4,0.08333333333333333,True,1880.0,1880.0,0.0,1.0,1100.0,0,3,45,0.0625,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,7,27,305,-305,20305,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,106.04166666666667,106.04166666666667,0.0,1425.0,5090.0,6,0.125,True,1880.0,1990.0,110.0,1.0585106382978724,1880.0,1,5,42,0.10416666666666667,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,8,27,-120,120,19880,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,107.70833333333333,107.70833333333333,0.0,1420.0,5170.0,6,0.125,True,1880.0,1990.0,110.0,1.0585106382978724,1760.0,0,5,43,0.10416666666666667,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,9,27,5,-5,20005,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,88.54166666666667,88.54166666666667,0.0,1470.0,4250.0,5,0.10416666666666667,True,1880.0,1915.0,35.0,1.0186170212765957,1880.0,0,5,43,0.10416666666666667,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,10,27,60,-60,20060,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,90.625,90.625,0.0,1490.0,4350.0,5,0.10416666666666667,True,1880.0,1880.0,0.0,1.0,1880.0,1,4,43,0.08333333333333333,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,11,27,-955,955,19045,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,36.5625,36.5625,0.0,895.0,1755.0,3,0.0625,True,1880.0,1880.0,0.0,1.0,925.0,0,3,45,0.0625,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,12,27,-920,920,19080,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,38.75,38.75,0.0,930.0,1860.0,3,0.0625,True,1880.0,1880.0,0.0,1.0,960.0,0,3,45,0.0625,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,13,27,-735,735,19265,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,54.166666666666664,54.166666666666664,0.0,1115.0,2600.0,4,0.08333333333333333,True,1880.0,1880.0,0.0,1.0,1145.0,0,3,45,0.0625,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,14,27,135,-135,20135,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,98.75,98.75,0.0,1565.0,4740.0,6,0.125,True,1880.0,1880.0,0.0,1.0,1880.0,1,4,43,0.08333333333333333,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,15,27,665,-665,20665,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,112.5,112.5,0.0,1675.0,5400.0,6,0.125,True,1880.0,1880.0,0.0,1.0,1880.0,2,4,42,0.08333333333333333,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,16,27,-425,425,19575,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,83.85416666666667,83.85416666666667,0.0,1425.0,4025.0,5,0.10416666666666667,True,1880.0,1880.0,0.0,1.0,1455.0,0,4,44,0.08333333333333333,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,17,27,-110,110,19890,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,104.375,104.375,0.0,1430.0,5010.0,6,0.125,True,1880.0,1990.0,110.0,1.0585106382978724,1770.0,0,5,43,0.10416666666666667,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,18,27,-785,785,19215,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,50.0,50.0,0.0,1065.0,2400.0,4,0.08333333333333333,True,1880.0,1880.0,0.0,1.0,1095.0,0,3,45,0.0625,39880
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_1us,1000,19,27,270,-270,20270,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,113.125,113.125,0.0,1580.0,5430.0,6,0.125,True,1880.0,1990.0,110.0,1.0585106382978724,1880.0,1,5,42,0.10416666666666667,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_1us,1000,0,27,400,-400,20400,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,684.1666666666666,684.1666666666666,335.0,2325.0,32840.0,26,0.5416666666666666,True,11605.0,12455.0,850.0,1.0732442912537699,11605.0,1,28,19,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_1us,1000,1,27,-810,810,19190,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,671.6666666666666,671.6666666666666,325.0,2340.0,32240.0,25,0.5208333333333334,True,11605.0,12420.0,815.0,1.070228349849203,10795.0,0,26,22,0.5416666666666666,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_1us,1000,2,27,-115,115,19885,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,671.6666666666666,671.6666666666666,435.0,2230.0,32240.0,26,0.5416666666666666,True,11605.0,12455.0,850.0,1.0732442912537699,11490.0,0,28,20,0.5833333333333334,39880
